UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass
2023-05-11 00:00:00,4123.0,2122.0,2812.0,10145.0,0.0,281.0,197.0
2023-05-11 01:00:00,4069.0,2141.0,2811.0,10055.0,0.0,229.0,198.0
2023-05-11 02:00:00,4115.0,2137.0,2811.0,10228.0,0.0,235.0,199.0
2023-05-11 03:00:00,4142.0,2201.0,2811.0,10523.0,47.0,227.0,195.0
2023-05-11 04:00:00,4200.0,2299.0,2813.0,12123.0,436.0,329.0,197.0
2023-05-11 05:00:00,4348.0,2312.0,2812.0,12200.0,1322.0,359.0,199.0
2023-05-11 06:00:00,3771.0,2278.0,2687.0,11542.0,2206.0,720.0,198.0
2023-05-11 07:00:00,3433.0,2266.0,2634.0,10788.0,2871.0,1371.0,197.0
2023-05-11 08:00:00,3428.0,2234.0,2653.0,10238.0,3144.0,1701.0,196.0
2023-05-11 09:00:00,3483.0,2256.0,2588.0,11201.0,3061.0,1793.0,196.0
2023-05-11 10:00:00,3445.0,2253.0,2656.0,11727.0,2873.0,1753.0,195.0
2023-05-11 11:00:00,3535.0,2248.0,2537.0,11731.0,2765.0,1896.0,193.0
2023-05-11 12:00:00,3659.0,2257.0,2658.0,12086.0,2432.0,2113.0,194.0
2023-05-11 13:00:00,3724.0,2262.0,2592.0,12435.0,1793.0,2154.0,190.0
2023-05-11 14:00:00,3707.0,2274.0,2654.0,12370.0,1284.0,2267.0,193.0
2023-05-11 15:00:00,4115.0,2354.0,2718.0,12770.0,727.0,2053.0,196.0
2023-05-11 16:00:00,4213.0,2349.0,2716.0,12740.0,237.0,1757.0,197.0
2023-05-11 17:00:00,4378.0,2404.0,2739.0,12867.0,14.0,1472.0,202.0
2023-05-11 18:00:00,4476.0,2392.0,2749.0,13284.0,0.0,1067.0,201.0
2023-05-11 19:00:00,4452.0,2282.0,2761.0,12865.0,0.0,699.0,200.0
2023-05-11 20:00:00,4231.0,2137.0,2762.0,12107.0,0.0,549.0,199.0
2023-05-11 21:00:00,4180.0,2134.0,2759.0,10560.0,0.0,465.0,197.0
2023-05-11 22:00:00,4138.0,2136.0,2763.0,10235.0,0.0,468.0,196.0
2023-05-11 23:00:00,4128.0,2130.0,2772.0,10100.0,0.0,702.0,195.0
