Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass
43320,2023-12-11 00:00:00,304.27,4163.0,6754.0,5575.0,5627.0,0.0,616.0,192.0
43321,2023-12-11 01:00:00,303.6,4124.0,6735.0,5576.0,5657.0,0.0,557.0,196.0
43322,2023-12-11 02:00:00,305.83,4228.0,6762.0,5575.0,5760.0,0.0,490.0,176.0
43323,2023-12-11 03:00:00,309.47,4345.0,6899.0,5570.0,6105.0,0.0,175.0,147.0
43324,2023-12-11 04:00:00,300.17,4263.0,7132.0,5576.0,6854.0,0.0,208.0,144.0
43325,2023-12-11 05:00:00,278.89,4376.0,7174.0,5576.0,8831.0,0.0,506.0,159.0
43326,2023-12-11 06:00:00,266.48,4329.0,7155.0,5577.0,9610.0,61.0,883.0,190.0
43327,2023-12-11 07:00:00,275.49,4409.0,7102.0,5347.0,8771.0,248.0,920.0,195.0
43328,2023-12-11 08:00:00,269.1,4447.0,7139.0,5285.0,9946.0,375.0,537.0,196.0
43329,2023-12-11 09:00:00,247.03,4364.0,7113.0,5432.0,12290.0,559.0,402.0,186.0
43330,2023-12-11 10:00:00,246.82,4339.0,7146.0,5153.0,12147.0,804.0,605.0,185.0
43331,2023-12-11 11:00:00,251.81,4299.0,7142.0,5322.0,10810.0,773.0,1000.0,188.0
43332,2023-12-11 12:00:00,274.61,4661.0,7160.0,5368.0,9485.0,556.0,613.0,187.0
43333,2023-12-11 13:00:00,289.23,5077.0,7164.0,5451.0,9329.0,300.0,225.0,196.0
43334,2023-12-11 14:00:00,292.15,5207.0,7157.0,5322.0,9445.0,84.0,379.0,217.0
43335,2023-12-11 15:00:00,287.9,5383.0,7166.0,5375.0,10053.0,11.0,580.0,228.0
43336,2023-12-11 16:00:00,286.15,5483.0,7172.0,5475.0,10182.0,0.0,750.0,224.0
43337,2023-12-11 17:00:00,297.37,5665.0,7105.0,5475.0,8941.0,0.0,1074.0,225.0
43338,2023-12-11 18:00:00,290.86,5345.0,7045.0,5517.0,8959.0,0.0,1029.0,228.0
43339,2023-12-11 19:00:00,281.06,5044.0,7169.0,5535.0,9522.0,0.0,992.0,223.0
43340,2023-12-11 20:00:00,274.24,4597.0,7142.0,5540.0,9306.0,0.0,983.0,218.0
43341,2023-12-11 21:00:00,279.06,4547.0,7140.0,5540.0,8586.0,0.0,1066.0,217.0
43342,2023-12-11 22:00:00,297.41,4568.0,7110.0,5552.0,6775.0,5.0,1065.0,195.0
43343,2023-12-11 23:00:00,303.16,4496.0,7112.0,5569.0,6389.0,2.0,797.0,192.0
