UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-08-19 00:00:00,2024-07-17 00:00:00,3.1,6.755639521681367,299.72015517236946,289.89970232681344,448.778689677245,2.976927086458459,824.51958,4202.39469,3938.0278,30.67653,47.91769,29.26554,2.51454
2023-08-19 01:00:00,2024-07-17 00:00:00,3.1,4.387631611215424,297.71230163382705,290.7913402570295,27.498958799899377,0.447735733167251,813.98718,3558.08385,3930.37138,29.84707,43.56877,26.67534,2.65374
2023-08-19 02:00:00,2024-07-17 00:00:00,3.1,4.387631611215424,297.71230163382705,290.7913402570295,27.498958799899377,0.447735733167251,793.48999,2826.56319,3922.80632,39.67728,27.30848,24.96826,2.4502
2023-08-19 03:00:00,2024-07-17 00:00:00,3.1,4.387631611215424,297.71230163382705,290.7913402570295,27.498958799899377,0.447735733167251,771.70649,3092.20669,3913.07001,37.84548,20.25338,24.33974,1.81354
2023-08-19 04:00:00,2024-07-17 00:00:00,3.1,2.987415683305218,297.5241679801969,290.47389564180634,13.748903858514206,0.5728083612886734,748.82021,3231.96463,3907.53596,37.56458,20.25186,22.59252,1.66727
2023-08-19 05:00:00,2024-07-17 00:00:00,3.1,2.987415683305218,297.5241679801969,290.47389564180634,13.748903858514206,0.5728083612886734,723.41075,2726.39427,3904.48954,44.82658,21.45785,22.31122,1.35338
2023-08-19 06:00:00,2024-07-17 00:00:00,3.1,2.987415683305218,297.5241679801969,290.47389564180634,13.748903858514206,0.5728083612886734,692.19215,3479.50944,3895.592,32.80653,20.8761,24.46544,1.70205
2023-08-19 07:00:00,2024-07-17 00:00:00,3.1,2.190682161426196,297.3954372394729,290.2343487850206,0.0,0.0502763557629398,661.00128,3521.15159,3892.66205,31.51504,6.65454,23.44008,1.39254
2023-08-19 08:00:00,2024-07-17 00:00:00,3.1,2.190682161426196,297.3954372394729,290.2343487850206,0.0,0.0502763557629398,635.73262,2677.44302,3892.04882,44.40441,0.0,22.90314,1.97936
2023-08-19 09:00:00,2024-07-17 00:00:00,3.1,2.190682161426196,297.3954372394729,290.2343487850206,0.0,0.0502763557629398,604.47468,3031.27628,3892.60137,35.56014,0.0,23.25417,2.60694
2023-08-19 10:00:00,2024-07-17 00:00:00,3.1,2.180596165831349,297.275467452349,289.8590411817944,0.0,0.0910262470711402,575.50842,3158.05845,3894.82774,46.52414,0.0,23.22716,2.63196
2023-08-19 11:00:00,2024-07-17 00:00:00,3.1,2.180596165831349,297.275467452349,289.8590411817944,0.0,0.0910262470711402,554.72182,3064.06427,3896.13544,51.7959,11.67159,23.64947,2.61377
2023-08-19 12:00:00,2024-07-17 00:00:00,3.1,2.180596165831349,297.275467452349,289.8590411817944,0.0,0.0910262470711402,534.67518,2790.7127,3897.82561,62.0251,29.55146,23.29787,2.2397
2023-08-19 13:00:00,2024-07-17 00:00:00,3.1,3.5871169253053936,299.7341971929102,289.472268410468,73.61554040917945,0.0329235987846084,522.59985,3474.77689,3899.85324,64.07211,41.71616,21.92522,2.49567
2023-08-19 14:00:00,2024-07-17 00:00:00,3.1,3.5871169253053936,299.7341971929102,289.472268410468,73.61554040917945,0.0329235987846084,525.32804,3267.45027,3902.18327,65.99337,36.96004,23.05438,2.33559
2023-08-19 15:00:00,2024-07-17 00:00:00,3.1,3.5871169253053936,299.7341971929102,289.472268410468,73.61554040917945,0.0329235987846084,532.255,3324.92469,3905.37702,60.07687,52.16251,22.29984,2.63472
2023-08-19 16:00:00,2024-07-17 00:00:00,3.1,7.968781803070023,303.7443697381665,288.8497572499919,240.0784682711856,0.1379240621714766,547.56583,3203.71491,3905.22329,47.12863,69.82766,21.07461,2.37131
2023-08-19 17:00:00,2024-07-17 00:00:00,3.1,7.968781803070023,303.7443697381665,288.8497572499919,240.0784682711856,0.1379240621714766,570.0566,3178.85582,3906.37996,41.65386,103.50168,22.77308,2.45977
2023-08-19 18:00:00,2024-07-17 00:00:00,3.1,7.968781803070023,303.7443697381665,288.8497572499919,240.0784682711856,0.1379240621714766,595.1135,3345.98874,3906.0725,42.61628,133.5525,21.42507,2.4133
