UTC time,coal,nat_gas,nuclear,hydro,solar,wind,other
2023-07-31 00:00:00,1261.0,3763.0,3834.0,222.0,495.0,108.0,1.0
2023-07-31 01:00:00,1272.0,3844.0,3828.0,221.0,536.0,56.0,19.0
2023-07-31 02:00:00,1266.0,3895.0,3830.0,222.0,251.0,7.0,19.0
2023-07-31 03:00:00,1271.0,3959.0,3824.0,152.0,202.0,16.0,20.0
2023-07-31 04:00:00,1273.0,3952.0,3828.0,2.0,12.0,50.0,10.0
2023-07-31 05:00:00,1274.0,3842.0,3753.0,2.0,29.0,63.0,0.0
2023-07-31 06:00:00,1274.0,3552.0,3438.0,3.0,182.0,28.0,0.0
2023-07-31 07:00:00,1266.0,3490.0,3112.0,2.0,32.0,0.0,0.0
2023-07-31 08:00:00,1234.0,3185.0,3048.0,1.0,18.0,0.0,0.0
2023-07-31 09:00:00,1203.0,2937.0,3056.0,3.0,4.0,0.0,0.0
2023-07-31 10:00:00,1119.0,2876.0,3059.0,2.0,0.0,0.0,0.0
2023-07-31 11:00:00,828.0,2837.0,3064.0,0.0,0.0,10.0,0.0
2023-07-31 12:00:00,990.0,2836.0,3065.0,0.0,0.0,3.0,0.0
2023-07-31 13:00:00,1193.0,3016.0,3065.0,0.0,0.0,1.0,0.0
2023-07-31 14:00:00,1156.0,2841.0,3064.0,0.0,0.0,0.0,0.0
2023-07-31 15:00:00,1125.0,2846.0,3066.0,0.0,0.0,0.0,0.0
2023-07-31 16:00:00,1134.0,2767.0,3060.0,0.0,107.0,0.0,0.0
2023-07-31 17:00:00,1062.0,2752.0,3059.0,0.0,263.0,0.0,0.0
2023-07-31 18:00:00,1119.0,2731.0,3061.0,3.0,322.0,0.0,0.0
2023-07-31 19:00:00,1154.0,2936.0,3066.0,2.0,355.0,0.0,0.0
2023-07-31 20:00:00,1169.0,3121.0,3053.0,3.0,415.0,17.0,0.0
2023-07-31 21:00:00,1177.0,3417.0,3063.0,3.0,427.0,17.0,0.0
2023-07-31 22:00:00,1224.0,3736.0,3062.0,3.0,429.0,12.0,0.0
2023-07-31 23:00:00,1217.0,3828.0,3059.0,5.0,445.0,0.0,0.0
