Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
38880,2023-06-09 00:00:00,2024-07-17 00:00:00,3.1,189.73,445.0,3358.0,4014.0,36.0,457.0,21.0,0.0
38881,2023-06-09 01:00:00,2024-07-17 00:00:00,3.1,197.07,491.0,3423.0,4014.0,135.0,234.0,25.0,1.0
38882,2023-06-09 02:00:00,2024-07-17 00:00:00,3.1,217.33,682.0,3567.0,4014.0,141.0,70.0,23.0,24.0
38883,2023-06-09 03:00:00,2024-07-17 00:00:00,3.1,220.88,589.0,3955.0,4015.0,92.0,16.0,23.0,24.0
38884,2023-06-09 04:00:00,2024-07-17 00:00:00,3.1,211.51,351.0,4245.0,4012.0,91.0,3.0,28.0,25.0
38885,2023-06-09 05:00:00,2024-07-17 00:00:00,3.1,230.92,306.0,5614.0,4011.0,46.0,1.0,32.0,5.0
38886,2023-06-09 06:00:00,2024-07-17 00:00:00,3.1,212.54,304.0,4446.0,4012.0,42.0,0.0,23.0,0.0
38887,2023-06-09 07:00:00,2024-07-17 00:00:00,3.1,200.25,306.0,3797.0,4019.0,42.0,0.0,13.0,0.0
38888,2023-06-09 08:00:00,2024-07-17 00:00:00,3.1,193.33,304.0,3472.0,4018.0,40.0,0.0,6.0,0.0
38889,2023-06-09 09:00:00,2024-07-17 00:00:00,3.1,192.16,305.0,3387.0,4021.0,8.0,0.0,9.0,1.0
38890,2023-06-09 10:00:00,2024-07-17 00:00:00,3.1,192.82,305.0,3401.0,4024.0,8.0,0.0,8.0,9.0
38891,2023-06-09 11:00:00,2024-07-17 00:00:00,3.1,192.51,305.0,3398.0,4027.0,7.0,0.0,16.0,9.0
38892,2023-06-09 12:00:00,2024-07-17 00:00:00,3.1,192.2,305.0,3405.0,4030.0,7.0,0.0,14.0,0.0
38893,2023-06-09 13:00:00,2024-07-17 00:00:00,3.1,192.11,305.0,3412.0,4034.0,7.0,15.0,5.0,0.0
38894,2023-06-09 14:00:00,2024-07-17 00:00:00,3.1,174.22,305.0,2850.0,4034.0,1.0,193.0,0.0,0.0
38895,2023-06-09 15:00:00,2024-07-17 00:00:00,3.1,165.6,305.0,2608.0,4038.0,2.0,274.0,0.0,0.0
38896,2023-06-09 16:00:00,2024-07-17 00:00:00,3.1,160.93,305.0,2473.0,4033.0,6.0,309.0,0.0,0.0
38897,2023-06-09 17:00:00,2024-07-17 00:00:00,3.1,148.2,305.0,2130.0,4026.0,5.0,416.0,0.0,0.0
38898,2023-06-09 18:00:00,2024-07-17 00:00:00,3.1,152.23,308.0,2205.0,4020.0,6.0,358.0,0.0,0.0
38899,2023-06-09 19:00:00,2024-07-17 00:00:00,3.1,158.88,305.0,2460.0,4016.0,7.0,399.0,1.0,0.0
38900,2023-06-09 20:00:00,2024-07-17 00:00:00,3.1,169.63,305.0,2966.0,4016.0,38.0,510.0,1.0,0.0
38901,2023-06-09 21:00:00,2024-07-17 00:00:00,3.1,171.25,305.0,3109.0,4020.0,40.0,595.0,2.0,0.0
38902,2023-06-09 22:00:00,2024-07-17 00:00:00,3.1,175.17,305.0,3275.0,4018.0,40.0,597.0,6.0,0.0
38903,2023-06-09 23:00:00,2024-07-17 00:00:00,3.1,180.9,305.0,3503.0,4019.0,40.0,570.0,9.0,0.0
