UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
2023-08-19 00:00:00,85.0,81.0,1918.0,37.0,411.0,0.0,0.0,99.0,142.0
2023-08-19 01:00:00,85.0,82.0,1923.0,37.0,405.0,0.0,0.0,98.0,139.0
2023-08-19 02:00:00,85.0,88.0,1922.0,37.0,405.0,0.0,0.0,97.0,136.0
2023-08-19 03:00:00,85.0,97.0,1924.0,37.0,406.0,1.0,0.0,99.0,136.0
2023-08-19 04:00:00,85.0,92.0,1926.0,37.0,393.0,12.0,0.0,98.0,133.0
2023-08-19 05:00:00,84.0,93.0,1924.0,37.0,482.0,50.0,0.0,99.0,136.0
2023-08-19 06:00:00,84.0,90.0,1920.0,37.0,405.0,115.0,0.0,98.0,129.0
2023-08-19 07:00:00,84.0,86.0,1912.0,37.0,349.0,178.0,0.0,98.0,127.0
2023-08-19 08:00:00,84.0,87.0,1904.0,37.0,326.0,190.0,0.0,96.0,133.0
2023-08-19 09:00:00,85.0,74.0,1900.0,37.0,219.0,248.0,0.0,97.0,127.0
2023-08-19 10:00:00,85.0,74.0,1895.0,37.0,216.0,261.0,0.0,97.0,126.0
2023-08-19 11:00:00,85.0,75.0,1892.0,37.0,214.0,252.0,0.0,97.0,130.0
2023-08-19 12:00:00,85.0,75.0,1891.0,37.0,213.0,236.0,0.0,97.0,131.0
2023-08-19 13:00:00,85.0,78.0,1889.0,37.0,224.0,212.0,0.0,96.0,136.0
2023-08-19 14:00:00,85.0,108.0,1887.0,37.0,315.0,161.0,0.0,95.0,146.0
2023-08-19 15:00:00,86.0,238.0,1888.0,37.0,426.0,92.0,0.0,95.0,140.0
2023-08-19 16:00:00,85.0,464.0,1889.0,37.0,595.0,31.0,0.0,96.0,143.0
2023-08-19 17:00:00,85.0,474.0,1891.0,37.0,610.0,5.0,0.0,96.0,133.0
2023-08-19 18:00:00,85.0,496.0,1891.0,37.0,697.0,0.0,0.0,94.0,142.0
2023-08-19 19:00:00,85.0,475.0,1892.0,37.0,596.0,0.0,0.0,93.0,132.0
2023-08-19 20:00:00,85.0,477.0,1896.0,37.0,455.0,0.0,0.0,97.0,134.0
2023-08-19 21:00:00,86.0,467.0,1901.0,37.0,393.0,0.0,0.0,97.0,138.0
2023-08-19 22:00:00,86.0,481.0,1903.0,37.0,450.0,0.0,0.0,96.0,139.0
2023-08-19 23:00:00,86.0,281.0,1907.0,37.0,408.0,0.0,0.0,97.0,135.0
