Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
42744,2023-11-17 00:00:00,104.19,135.0,125.0,2437.0,41.0,769.0,1.0,0.0,109.0,177.0
42745,2023-11-17 01:00:00,103.84,134.0,124.0,2438.0,41.0,751.0,1.0,0.0,106.0,175.0
42746,2023-11-17 02:00:00,103.49,134.0,124.0,2438.0,41.0,753.0,1.0,0.0,106.0,173.0
42747,2023-11-17 03:00:00,103.3,134.0,127.0,2437.0,41.0,779.0,1.0,0.0,107.0,173.0
42748,2023-11-17 04:00:00,102.89,135.0,126.0,2438.0,42.0,794.0,1.0,0.0,107.0,171.0
42749,2023-11-17 05:00:00,110.94,135.0,211.0,2440.0,42.0,843.0,1.0,0.0,102.0,177.0
42750,2023-11-17 06:00:00,131.72,137.0,442.0,2440.0,42.0,858.0,1.0,0.0,92.0,178.0
42751,2023-11-17 07:00:00,138.38,136.0,528.0,2439.0,42.0,870.0,5.0,1.0,87.0,179.0
42752,2023-11-17 08:00:00,139.75,136.0,527.0,2437.0,42.0,799.0,13.0,1.0,89.0,176.0
42753,2023-11-17 09:00:00,138.23,136.0,525.0,2436.0,43.0,861.0,20.0,1.0,92.0,178.0
42754,2023-11-17 10:00:00,137.67,136.0,528.0,2438.0,43.0,867.0,27.0,1.0,90.0,175.0
42755,2023-11-17 11:00:00,136.92,137.0,527.0,2437.0,43.0,904.0,32.0,1.0,88.0,177.0
42756,2023-11-17 12:00:00,138.53,137.0,528.0,2438.0,43.0,848.0,27.0,1.0,87.0,177.0
42757,2023-11-17 13:00:00,138.15,137.0,529.0,2437.0,44.0,902.0,13.0,1.0,87.0,181.0
42758,2023-11-17 14:00:00,139.12,136.0,535.0,2439.0,43.0,869.0,4.0,1.0,87.0,179.0
42759,2023-11-17 15:00:00,139.53,137.0,529.0,2442.0,43.0,860.0,1.0,1.0,87.0,183.0
42760,2023-11-17 16:00:00,138.28,137.0,531.0,2442.0,43.0,909.0,1.0,1.0,88.0,182.0
42761,2023-11-17 17:00:00,138.23,137.0,533.0,2443.0,43.0,910.0,1.0,1.0,87.0,181.0
42762,2023-11-17 18:00:00,138.3,137.0,536.0,2443.0,43.0,907.0,1.0,1.0,87.0,179.0
42763,2023-11-17 19:00:00,121.43,135.0,342.0,2444.0,43.0,900.0,1.0,1.0,85.0,178.0
42764,2023-11-17 20:00:00,101.99,135.0,136.0,2446.0,43.0,902.0,1.0,1.0,85.0,178.0
42765,2023-11-17 21:00:00,101.39,134.0,129.0,2446.0,43.0,843.0,1.0,1.0,86.0,172.0
42766,2023-11-17 22:00:00,102.79,135.0,127.0,2446.0,42.0,826.0,1.0,1.0,85.0,180.0
42767,2023-11-17 23:00:00,100.22,135.0,120.0,2447.0,43.0,890.0,1.0,1.0,87.0,175.0
