datetime,param,level,latitude,longitude,3 hr avg,6 hr avg,9 hr avg,12 hr avg,15 hr avg,18 hr avg,21 hr avg,24 hr avg,27 hr avg,30 hr avg,33 hr avg,36 hr avg,39 hr avg,42 hr avg,45 hr avg,48 hr avg,51 hr avg,54 hr avg,57 hr avg,60 hr avg,63 hr avg,66 hr avg,69 hr avg,72 hr avg,75 hr avg,78 hr avg,81 hr avg,84 hr avg,87 hr avg,90 hr avg,93 hr avg,96 hr avg
2023-06-27 00:00:00,DSWRF,surface,34.25,-98.5,53.47764949822285,26.7385702953467,0.0,9.374273265726156,401.3194804074653,619.3114755165909,856.3614895056689,654.0927289475655,45.074719017216324,22.537257461247947,0.0,6.430340099941706,343.3565673375075,582.0792260571567,886.4056759007938,690.930835697206,50.30104473824653,25.150505301777226,0.0,7.664680227994321,366.905112432433,591.2625027176805,859.6096514479882,660.5303407135827,43.00699750247705,21.503505290083663,0.0,7.266979215062716,348.8431936073938,552.5835984534823,782.747649477362,597.3013938567524
