UTC time,nat_gas,oil,hydro,solar,wind,other
2023-06-03 00:00:00,0.0,0.0,1615.0,293.0,531.0,36.0
2023-06-03 01:00:00,0.0,0.0,1647.0,302.0,516.0,39.0
2023-06-03 02:00:00,0.0,0.0,1660.0,230.0,434.0,35.0
2023-06-03 03:00:00,0.0,0.0,1674.0,67.0,338.0,39.0
2023-06-03 04:00:00,0.0,0.0,1664.0,2.0,306.0,37.0
2023-06-03 05:00:00,0.0,0.0,1645.0,0.0,322.0,39.0
2023-06-03 06:00:00,0.0,0.0,1493.0,0.0,196.0,42.0
2023-06-03 07:00:00,0.0,0.0,1389.0,0.0,130.0,38.0
2023-06-03 08:00:00,0.0,0.0,1329.0,0.0,127.0,39.0
2023-06-03 09:00:00,0.0,0.0,1328.0,0.0,144.0,43.0
2023-06-03 10:00:00,0.0,0.0,1317.0,0.0,139.0,41.0
2023-06-03 11:00:00,0.0,0.0,1352.0,0.0,114.0,44.0
2023-06-03 12:00:00,0.0,0.0,1344.0,0.0,94.0,43.0
2023-06-03 13:00:00,0.0,0.0,1363.0,27.0,106.0,44.0
2023-06-03 14:00:00,0.0,0.0,1343.0,212.0,111.0,42.0
2023-06-03 15:00:00,0.0,0.0,1344.0,376.0,91.0,45.0
2023-06-03 16:00:00,0.0,0.0,1418.0,429.0,67.0,39.0
2023-06-03 17:00:00,0.0,0.0,1415.0,416.0,63.0,39.0
2023-06-03 18:00:00,0.0,0.0,1409.0,424.0,56.0,38.0
2023-06-03 19:00:00,0.0,0.0,1416.0,434.0,36.0,38.0
2023-06-03 20:00:00,0.0,0.0,1485.0,436.0,28.0,36.0
2023-06-03 21:00:00,0.0,0.0,1503.0,431.0,24.0,33.0
2023-06-03 22:00:00,0.0,0.0,1572.0,397.0,15.0,33.0
2023-06-03 23:00:00,4.0,0.0,1599.0,338.0,27.0,35.0
