UTC time,nat_gas,oil,hydro,solar,wind,other
2023-08-27 00:00:00,588.0,0.0,1008.0,369.0,208.0,22.0
2023-08-27 01:00:00,588.0,0.0,1114.0,306.0,333.0,24.0
2023-08-27 02:00:00,588.0,0.0,1084.0,100.0,330.0,24.0
2023-08-27 03:00:00,591.0,0.0,1006.0,3.0,289.0,28.0
2023-08-27 04:00:00,595.0,0.0,862.0,0.0,298.0,26.0
2023-08-27 05:00:00,591.0,0.0,787.0,0.0,291.0,28.0
2023-08-27 06:00:00,600.0,0.0,747.0,0.0,196.0,30.0
2023-08-27 07:00:00,580.0,0.0,631.0,0.0,135.0,29.0
2023-08-27 08:00:00,603.0,0.0,628.0,0.0,77.0,30.0
2023-08-27 09:00:00,606.0,0.0,519.0,0.0,83.0,31.0
2023-08-27 10:00:00,606.0,0.0,481.0,0.0,55.0,34.0
2023-08-27 11:00:00,608.0,0.0,482.0,0.0,33.0,34.0
2023-08-27 12:00:00,612.0,0.0,511.0,0.0,44.0,35.0
2023-08-27 13:00:00,612.0,0.0,517.0,0.0,63.0,35.0
2023-08-27 14:00:00,610.0,0.0,482.0,39.0,80.0,36.0
2023-08-27 15:00:00,522.0,0.0,461.0,235.0,90.0,34.0
2023-08-27 16:00:00,496.0,0.0,444.0,411.0,56.0,33.0
2023-08-27 17:00:00,567.0,0.0,624.0,404.0,39.0,31.0
2023-08-27 18:00:00,600.0,0.0,650.0,420.0,85.0,29.0
2023-08-27 19:00:00,581.0,0.0,670.0,425.0,87.0,28.0
2023-08-27 20:00:00,597.0,0.0,728.0,409.0,74.0,29.0
2023-08-27 21:00:00,592.0,0.0,835.0,400.0,27.0,25.0
2023-08-27 22:00:00,628.0,0.0,932.0,385.0,7.0,20.0
2023-08-27 23:00:00,640.0,0.0,1035.0,342.0,11.0,18.0
