UTC time,nat_gas,oil,hydro,solar,wind,other
2023-11-20 00:00:00,225.0,0.0,414.0,30.0,644.0,48.0
2023-11-20 01:00:00,285.0,0.0,500.0,1.0,623.0,51.0
2023-11-20 02:00:00,284.0,0.0,541.0,0.0,614.0,50.0
2023-11-20 03:00:00,284.0,0.0,535.0,0.0,591.0,51.0
2023-11-20 04:00:00,284.0,0.0,531.0,0.0,562.0,51.0
2023-11-20 05:00:00,286.0,0.0,504.0,0.0,532.0,53.0
2023-11-20 06:00:00,284.0,0.0,502.0,0.0,533.0,55.0
2023-11-20 07:00:00,287.0,0.0,503.0,0.0,547.0,51.0
2023-11-20 08:00:00,286.0,0.0,474.0,0.0,524.0,54.0
2023-11-20 09:00:00,287.0,0.0,376.0,0.0,495.0,52.0
2023-11-20 10:00:00,288.0,0.0,373.0,0.0,487.0,54.0
2023-11-20 11:00:00,287.0,0.0,388.0,0.0,469.0,56.0
2023-11-20 12:00:00,288.0,0.0,451.0,0.0,451.0,55.0
2023-11-20 13:00:00,288.0,0.0,445.0,0.0,430.0,55.0
2023-11-20 14:00:00,289.0,0.0,679.0,0.0,339.0,53.0
2023-11-20 15:00:00,288.0,0.0,735.0,2.0,190.0,57.0
2023-11-20 16:00:00,287.0,0.0,555.0,104.0,121.0,55.0
2023-11-20 17:00:00,285.0,0.0,514.0,282.0,88.0,54.0
2023-11-20 18:00:00,284.0,0.0,516.0,297.0,82.0,53.0
2023-11-20 19:00:00,286.0,0.0,362.0,278.0,53.0,50.0
2023-11-20 20:00:00,286.0,0.0,320.0,264.0,43.0,50.0
2023-11-20 21:00:00,289.0,0.0,313.0,285.0,31.0,50.0
2023-11-20 22:00:00,430.0,0.0,282.0,319.0,22.0,51.0
2023-11-20 23:00:00,437.0,0.0,395.0,292.0,16.0,51.0
