UTC time,nat_gas,oil,hydro,solar,wind,other
2023-07-14 00:00:00,600.0,0.0,1275.0,439.0,356.0,40.0
2023-07-14 01:00:00,600.0,0.0,1391.0,421.0,440.0,66.0
2023-07-14 02:00:00,600.0,0.0,1370.0,308.0,483.0,67.0
2023-07-14 03:00:00,580.0,0.0,1512.0,86.0,374.0,65.0
2023-07-14 04:00:00,606.0,0.0,1454.0,5.0,278.0,67.0
2023-07-14 05:00:00,613.0,0.0,1318.0,0.0,259.0,44.0
2023-07-14 06:00:00,600.0,0.0,1058.0,0.0,223.0,44.0
2023-07-14 07:00:00,591.0,0.0,974.0,0.0,206.0,39.0
2023-07-14 08:00:00,596.0,0.0,877.0,0.0,230.0,44.0
2023-07-14 09:00:00,570.0,0.0,781.0,0.0,188.0,43.0
2023-07-14 10:00:00,543.0,0.0,726.0,0.0,186.0,46.0
2023-07-14 11:00:00,551.0,0.0,712.0,0.0,145.0,45.0
2023-07-14 12:00:00,556.0,0.0,713.0,0.0,177.0,46.0
2023-07-14 13:00:00,613.0,0.0,706.0,11.0,138.0,49.0
2023-07-14 14:00:00,581.0,0.0,698.0,135.0,142.0,19.0
2023-07-14 15:00:00,558.0,0.0,643.0,301.0,133.0,17.0
2023-07-14 16:00:00,587.0,0.0,650.0,366.0,148.0,14.0
2023-07-14 17:00:00,595.0,0.0,663.0,448.0,216.0,13.0
2023-07-14 18:00:00,610.0,0.0,674.0,449.0,274.0,30.0
2023-07-14 19:00:00,611.0,0.0,683.0,445.0,259.0,39.0
2023-07-14 20:00:00,609.0,0.0,688.0,451.0,270.0,41.0
2023-07-14 21:00:00,603.0,0.0,750.0,448.0,334.0,40.0
2023-07-14 22:00:00,605.0,0.0,904.0,448.0,345.0,37.0
2023-07-14 23:00:00,603.0,0.0,1052.0,449.0,358.0,32.0
