Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,oil,hydro,solar,wind,other
39024,2023-06-15 00:00:00,2024-07-17 00:00:00,3.1,9.93,0.0,0.0,1367.0,351.0,558.0,40.0
39025,2023-06-15 01:00:00,2024-07-17 00:00:00,3.1,9.77,0.0,0.0,1382.0,345.0,586.0,40.0
39026,2023-06-15 02:00:00,2024-07-17 00:00:00,3.1,10.64,0.0,0.0,1474.0,215.0,538.0,42.0
39027,2023-06-15 03:00:00,2024-07-17 00:00:00,3.1,12.34,0.0,0.0,1453.0,74.0,434.0,43.0
39028,2023-06-15 04:00:00,2024-07-17 00:00:00,3.1,13.82,0.0,0.0,1462.0,0.0,325.0,44.0
39029,2023-06-15 05:00:00,2024-07-17 00:00:00,3.1,14.44,0.0,0.0,1452.0,0.0,256.0,44.0
39030,2023-06-15 06:00:00,2024-07-17 00:00:00,3.1,16.01,0.0,0.0,1374.0,0.0,232.0,46.0
39031,2023-06-15 07:00:00,2024-07-17 00:00:00,3.1,14.85,0.0,0.0,1302.0,0.0,320.0,43.0
39032,2023-06-15 08:00:00,2024-07-17 00:00:00,3.1,14.3,0.0,0.0,1294.0,0.0,510.0,46.0
39033,2023-06-15 09:00:00,2024-07-17 00:00:00,3.1,14.19,0.0,0.0,1228.0,0.0,551.0,45.0
39034,2023-06-15 10:00:00,2024-07-17 00:00:00,3.1,14.71,0.0,0.0,1188.0,0.0,564.0,46.0
39035,2023-06-15 11:00:00,2024-07-17 00:00:00,3.1,14.63,0.0,0.0,1219.0,0.0,543.0,46.0
39036,2023-06-15 12:00:00,2024-07-17 00:00:00,3.1,14.21,0.0,0.0,1236.0,0.0,540.0,45.0
39037,2023-06-15 13:00:00,2024-07-17 00:00:00,3.1,14.77,0.0,0.0,1262.0,33.0,526.0,48.0
39038,2023-06-15 14:00:00,2024-07-17 00:00:00,3.1,13.89,0.0,0.0,1215.0,224.0,500.0,48.0
39039,2023-06-15 15:00:00,2024-07-17 00:00:00,3.1,12.15,0.0,0.0,1163.0,409.0,513.0,45.0
39040,2023-06-15 16:00:00,2024-07-17 00:00:00,3.1,12.63,0.0,0.0,1187.0,450.0,455.0,47.0
39041,2023-06-15 17:00:00,2024-07-17 00:00:00,3.1,12.41,0.0,0.0,1125.0,456.0,414.0,44.0
39042,2023-06-15 18:00:00,2024-07-17 00:00:00,3.1,12.95,0.0,0.0,1028.0,456.0,426.0,44.0
39043,2023-06-15 19:00:00,2024-07-17 00:00:00,3.1,12.54,0.0,0.0,1133.0,451.0,434.0,45.0
39044,2023-06-15 20:00:00,2024-07-17 00:00:00,3.1,12.28,2.0,0.0,1100.0,451.0,386.0,41.0
39045,2023-06-15 21:00:00,2024-07-17 00:00:00,3.1,15.66,9.0,0.0,1152.0,456.0,274.0,47.0
39046,2023-06-15 22:00:00,2024-07-17 00:00:00,3.1,12.58,3.0,0.0,1192.0,456.0,270.0,41.0
39047,2023-06-15 23:00:00,2024-07-17 00:00:00,3.1,11.91,0.0,0.0,1229.0,446.0,311.0,42.0
