Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,oil,hydro,solar,wind,other
39840,2023-07-19 00:00:00,2024-07-17 00:00:00,3.1,107.96,664.0,0.0,1153.0,405.0,231.0,41.0
39841,2023-07-19 01:00:00,2024-07-17 00:00:00,3.1,121.04,668.0,0.0,1119.0,389.0,301.0,116.0
39842,2023-07-19 02:00:00,2024-07-17 00:00:00,3.1,116.2,652.0,0.0,1258.0,280.0,344.0,116.0
39843,2023-07-19 03:00:00,2024-07-17 00:00:00,3.1,117.63,668.0,0.0,1527.0,78.0,283.0,117.0
39844,2023-07-19 04:00:00,2024-07-17 00:00:00,3.1,127.96,670.0,0.0,1429.0,1.0,253.0,119.0
39845,2023-07-19 05:00:00,2024-07-17 00:00:00,3.1,111.64,618.0,0.0,1389.0,0.0,311.0,65.0
39846,2023-07-19 06:00:00,2024-07-17 00:00:00,3.1,114.84,603.0,0.0,1160.0,0.0,340.0,40.0
39847,2023-07-19 07:00:00,2024-07-17 00:00:00,3.1,143.58,608.0,0.0,879.0,0.0,206.0,42.0
39848,2023-07-19 08:00:00,2024-07-17 00:00:00,3.1,159.27,602.0,0.0,759.0,0.0,155.0,45.0
39849,2023-07-19 09:00:00,2024-07-17 00:00:00,3.1,143.72,449.0,0.0,708.0,0.0,131.0,44.0
39850,2023-07-19 10:00:00,2024-07-17 00:00:00,3.1,154.16,442.0,0.0,607.0,0.0,132.0,44.0
39851,2023-07-19 11:00:00,2024-07-17 00:00:00,3.1,160.65,443.0,0.0,591.0,0.0,123.0,53.0
39852,2023-07-19 12:00:00,2024-07-17 00:00:00,3.1,160.8,443.0,0.0,597.0,0.0,103.0,48.0
39853,2023-07-19 13:00:00,2024-07-17 00:00:00,3.1,167.81,446.0,0.0,593.0,8.0,65.0,53.0
39854,2023-07-19 14:00:00,2024-07-17 00:00:00,3.1,148.69,441.0,0.0,595.0,136.0,63.0,48.0
39855,2023-07-19 15:00:00,2024-07-17 00:00:00,3.1,129.3,436.0,0.0,597.0,333.0,54.0,50.0
39856,2023-07-19 16:00:00,2024-07-17 00:00:00,3.1,126.4,449.0,0.0,581.0,392.0,52.0,45.0
39857,2023-07-19 17:00:00,2024-07-17 00:00:00,3.1,147.68,599.0,0.0,598.0,400.0,34.0,45.0
39858,2023-07-19 18:00:00,2024-07-17 00:00:00,3.1,151.19,614.0,0.0,600.0,398.0,14.0,44.0
39859,2023-07-19 19:00:00,2024-07-17 00:00:00,3.1,142.52,610.0,0.0,686.0,401.0,11.0,41.0
39860,2023-07-19 20:00:00,2024-07-17 00:00:00,3.1,139.58,647.0,0.0,802.0,373.0,21.0,41.0
39861,2023-07-19 21:00:00,2024-07-17 00:00:00,3.1,135.31,641.0,0.0,873.0,335.0,24.0,37.0
39862,2023-07-19 22:00:00,2024-07-17 00:00:00,3.1,122.18,640.0,0.0,1107.0,294.0,38.0,38.0
39863,2023-07-19 23:00:00,2024-07-17 00:00:00,3.1,118.38,639.0,0.0,1165.0,292.0,40.0,36.0
