UTC time,nat_gas,oil,hydro,solar,wind,other
2023-02-19 00:00:00,212.0,0.0,644.0,46.0,72.0,52.0
2023-02-19 01:00:00,339.0,0.0,703.0,16.0,41.0,53.0
2023-02-19 02:00:00,445.0,0.0,769.0,1.0,31.0,53.0
2023-02-19 03:00:00,438.0,0.0,739.0,0.0,81.0,53.0
2023-02-19 04:00:00,436.0,0.0,656.0,0.0,137.0,52.0
2023-02-19 05:00:00,438.0,0.0,576.0,0.0,189.0,54.0
2023-02-19 06:00:00,419.0,0.0,502.0,0.0,222.0,52.0
2023-02-19 07:00:00,310.0,0.0,509.0,0.0,278.0,53.0
2023-02-19 08:00:00,310.0,0.0,460.0,0.0,275.0,53.0
2023-02-19 09:00:00,310.0,0.0,389.0,0.0,259.0,54.0
2023-02-19 10:00:00,310.0,0.0,396.0,0.0,240.0,53.0
2023-02-19 11:00:00,310.0,0.0,349.0,0.0,218.0,53.0
2023-02-19 12:00:00,327.0,0.0,364.0,0.0,174.0,52.0
2023-02-19 13:00:00,442.0,0.0,399.0,0.0,124.0,54.0
2023-02-19 14:00:00,443.0,0.0,600.0,0.0,76.0,51.0
2023-02-19 15:00:00,447.0,0.0,671.0,6.0,36.0,54.0
2023-02-19 16:00:00,423.0,0.0,717.0,89.0,25.0,54.0
2023-02-19 17:00:00,343.0,0.0,511.0,272.0,30.0,53.0
2023-02-19 18:00:00,326.0,0.0,354.0,297.0,34.0,53.0
2023-02-19 19:00:00,223.0,0.0,410.0,271.0,48.0,50.0
2023-02-19 20:00:00,199.0,0.0,548.0,278.0,104.0,51.0
2023-02-19 21:00:00,198.0,0.0,399.0,293.0,133.0,48.0
2023-02-19 22:00:00,197.0,0.0,405.0,285.0,169.0,50.0
2023-02-19 23:00:00,211.0,0.0,412.0,193.0,208.0,48.0
