UTC time,nat_gas,oil,hydro,solar,wind,other
2023-12-30 00:00:00,469.0,0.0,568.0,50.0,486.0,59.0
2023-12-30 01:00:00,471.0,0.0,701.0,2.0,472.0,60.0
2023-12-30 02:00:00,471.0,0.0,759.0,0.0,506.0,81.0
2023-12-30 03:00:00,472.0,0.0,752.0,0.0,525.0,80.0
2023-12-30 04:00:00,472.0,0.0,757.0,0.0,535.0,79.0
2023-12-30 05:00:00,472.0,0.0,698.0,0.0,535.0,78.0
2023-12-30 06:00:00,472.0,0.0,648.0,0.0,518.0,63.0
2023-12-30 07:00:00,473.0,0.0,617.0,0.0,515.0,58.0
2023-12-30 08:00:00,471.0,0.0,524.0,0.0,506.0,61.0
2023-12-30 09:00:00,470.0,0.0,486.0,0.0,478.0,57.0
2023-12-30 10:00:00,469.0,0.0,449.0,0.0,494.0,59.0
2023-12-30 11:00:00,470.0,0.0,437.0,0.0,487.0,58.0
2023-12-30 12:00:00,469.0,0.0,430.0,0.0,481.0,59.0
2023-12-30 13:00:00,471.0,0.0,437.0,0.0,462.0,57.0
2023-12-30 14:00:00,472.0,0.0,514.0,0.0,427.0,59.0
2023-12-30 15:00:00,472.0,0.0,567.0,0.0,418.0,60.0
2023-12-30 16:00:00,473.0,0.0,621.0,2.0,374.0,61.0
2023-12-30 17:00:00,472.0,0.0,635.0,41.0,362.0,59.0
2023-12-30 18:00:00,471.0,0.0,635.0,133.0,283.0,57.0
2023-12-30 19:00:00,465.0,0.0,612.0,137.0,212.0,58.0
2023-12-30 20:00:00,465.0,0.0,558.0,146.0,163.0,55.0
2023-12-30 21:00:00,464.0,0.0,530.0,157.0,108.0,54.0
2023-12-30 22:00:00,463.0,0.0,505.0,236.0,67.0,61.0
2023-12-30 23:00:00,464.0,0.0,512.0,199.0,60.0,57.0
