UTC time,nat_gas,oil,hydro,solar,wind,other
2023-03-07 00:00:00,499.0,0.0,588.0,326.0,70.0,53.0
2023-03-07 01:00:00,532.0,0.0,728.0,164.0,73.0,53.0
2023-03-07 02:00:00,572.0,0.0,839.0,9.0,82.0,55.0
2023-03-07 03:00:00,576.0,0.0,843.0,0.0,124.0,55.0
2023-03-07 04:00:00,575.0,0.0,842.0,0.0,154.0,57.0
2023-03-07 05:00:00,577.0,0.0,888.0,0.0,166.0,54.0
2023-03-07 06:00:00,577.0,0.0,771.0,0.0,176.0,56.0
2023-03-07 07:00:00,579.0,0.0,598.0,0.0,177.0,56.0
2023-03-07 08:00:00,579.0,0.0,517.0,0.0,179.0,57.0
2023-03-07 09:00:00,580.0,0.0,520.0,0.0,171.0,56.0
2023-03-07 10:00:00,579.0,0.0,521.0,0.0,179.0,53.0
2023-03-07 11:00:00,580.0,0.0,549.0,0.0,185.0,54.0
2023-03-07 12:00:00,581.0,0.0,600.0,0.0,206.0,56.0
2023-03-07 13:00:00,579.0,0.0,842.0,0.0,263.0,55.0
2023-03-07 14:00:00,582.0,0.0,993.0,0.0,244.0,54.0
2023-03-07 15:00:00,584.0,0.0,1120.0,22.0,302.0,54.0
2023-03-07 16:00:00,572.0,0.0,711.0,50.0,270.0,52.0
2023-03-07 17:00:00,500.0,0.0,550.0,166.0,292.0,52.0
2023-03-07 18:00:00,408.0,0.0,353.0,303.0,310.0,52.0
2023-03-07 19:00:00,307.0,0.0,475.0,344.0,322.0,51.0
2023-03-07 20:00:00,418.0,0.0,488.0,358.0,308.0,51.0
2023-03-07 21:00:00,444.0,0.0,443.0,352.0,316.0,50.0
2023-03-07 22:00:00,461.0,0.0,346.0,326.0,339.0,51.0
2023-03-07 23:00:00,420.0,0.0,360.0,237.0,370.0,51.0
