Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
38832,2023-06-07 00:00:00,2024-07-17 00:00:00,3.1,419.82,746.0,36.0,58.0,601.0,10.0,178.0
38833,2023-06-07 01:00:00,2024-07-17 00:00:00,3.1,429.81,749.0,43.0,59.0,599.0,5.0,150.0
38834,2023-06-07 02:00:00,2024-07-17 00:00:00,3.1,431.87,745.0,43.0,59.0,603.0,10.0,130.0
38835,2023-06-07 03:00:00,2024-07-17 00:00:00,3.1,405.51,721.0,44.0,57.0,594.0,2.0,226.0
38836,2023-06-07 04:00:00,2024-07-17 00:00:00,3.1,404.22,747.0,61.0,58.0,593.0,0.0,266.0
38837,2023-06-07 05:00:00,2024-07-17 00:00:00,3.1,401.77,731.0,43.0,58.0,603.0,0.0,246.0
38838,2023-06-07 06:00:00,2024-07-17 00:00:00,3.1,419.31,732.0,45.0,58.0,600.0,0.0,178.0
38839,2023-06-07 07:00:00,2024-07-17 00:00:00,3.1,451.83,733.0,42.0,59.0,599.0,0.0,61.0
38840,2023-06-07 08:00:00,2024-07-17 00:00:00,3.1,419.1,726.0,42.0,59.0,600.0,0.0,173.0
38841,2023-06-07 09:00:00,2024-07-17 00:00:00,3.1,397.65,656.0,43.0,58.0,604.0,0.0,181.0
38842,2023-06-07 10:00:00,2024-07-17 00:00:00,3.1,427.35,677.0,41.0,59.0,603.0,0.0,92.0
38843,2023-06-07 11:00:00,2024-07-17 00:00:00,3.1,439.26,676.0,41.0,59.0,597.0,0.0,56.0
38844,2023-06-07 12:00:00,2024-07-17 00:00:00,3.1,442.85,675.0,42.0,60.0,602.0,0.0,39.0
38845,2023-06-07 13:00:00,2024-07-17 00:00:00,3.1,437.5,677.0,42.0,59.0,603.0,24.0,35.0
38846,2023-06-07 14:00:00,2024-07-17 00:00:00,3.1,435.95,676.0,42.0,59.0,598.0,59.0,12.0
38847,2023-06-07 15:00:00,2024-07-17 00:00:00,3.1,439.77,676.0,43.0,58.0,597.0,50.0,8.0
38848,2023-06-07 16:00:00,2024-07-17 00:00:00,3.1,444.57,673.0,44.0,58.0,588.0,45.0,3.0
38849,2023-06-07 17:00:00,2024-07-17 00:00:00,3.1,433.57,673.0,41.0,57.0,592.0,83.0,0.0
38850,2023-06-07 18:00:00,2024-07-17 00:00:00,3.1,446.8,732.0,45.0,58.0,591.0,90.0,2.0
38851,2023-06-07 19:00:00,2024-07-17 00:00:00,3.1,425.64,656.0,42.0,58.0,592.0,93.0,3.0
38852,2023-06-07 20:00:00,2024-07-17 00:00:00,3.1,425.12,655.0,42.0,58.0,591.0,95.0,3.0
38853,2023-06-07 21:00:00,2024-07-17 00:00:00,3.1,422.96,654.0,42.0,57.0,595.0,93.0,7.0
38854,2023-06-07 22:00:00,2024-07-17 00:00:00,3.1,425.76,663.0,77.0,59.0,593.0,90.0,17.0
38855,2023-06-07 23:00:00,2024-07-17 00:00:00,3.1,441.15,709.0,85.0,59.0,600.0,65.0,21.0
