,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
0,2023-08-21 00:00:00,2023-08-23 15:25:34,3.0,612.16,1481.0,33.0,59.0,347.0,8.0,162.0
1,2023-08-21 01:00:00,2023-08-23 15:25:34,3.0,588.3,1484.0,36.0,60.0,348.0,5.0,251.0
2,2023-08-21 02:00:00,2023-08-23 15:25:34,3.0,566.31,1486.0,35.0,59.0,344.0,0.0,347.0
3,2023-08-21 03:00:00,2023-08-23 15:25:34,3.0,573.96,1484.0,42.0,57.0,346.0,0.0,312.0
4,2023-08-21 04:00:00,2023-08-23 15:25:34,3.0,583.81,1492.0,48.0,58.0,350.0,0.0,272.0
5,2023-08-21 05:00:00,2023-08-23 15:25:34,3.0,601.65,1493.0,44.0,58.0,347.0,0.0,209.0
6,2023-08-21 06:00:00,2023-08-23 15:25:34,3.0,608.86,1492.0,38.0,58.0,352.0,0.0,179.0
7,2023-08-21 07:00:00,2023-08-23 15:25:34,3.0,613.05,1495.0,24.0,56.0,351.0,0.0,169.0
8,2023-08-21 08:00:00,2023-08-23 15:25:34,3.0,624.51,1507.0,32.0,56.0,354.0,0.0,129.0
9,2023-08-21 09:00:00,2023-08-23 15:25:34,3.0,636.05,1515.0,19.0,56.0,353.0,0.0,97.0
10,2023-08-21 10:00:00,2023-08-23 15:25:34,3.0,645.41,1516.0,16.0,57.0,357.0,0.0,64.0
11,2023-08-21 11:00:00,2023-08-23 15:25:34,3.0,654.21,1521.0,15.0,58.0,354.0,0.0,41.0
12,2023-08-21 12:00:00,2023-08-23 15:25:34,3.0,652.21,1515.0,22.0,57.0,361.0,0.0,37.0
13,2023-08-21 13:00:00,2023-08-23 15:25:34,3.0,643.24,1519.0,36.0,57.0,356.0,2.0,66.0
14,2023-08-21 14:00:00,2023-08-23 15:25:34,3.0,635.64,1520.0,34.0,58.0,357.0,10.0,83.0
15,2023-08-21 15:00:00,2023-08-23 15:25:34,3.0,653.24,1499.0,36.0,59.0,356.0,19.0,13.0
16,2023-08-21 16:00:00,2023-08-23 15:25:34,3.0,642.61,1498.0,33.0,58.0,358.0,41.0,24.0
17,2023-08-21 17:00:00,2023-08-23 15:25:34,3.0,630.67,1498.0,25.0,59.0,356.0,67.0,42.0
18,2023-08-21 18:00:00,2023-08-23 15:25:34,3.0,617.4,1500.0,24.0,60.0,358.0,71.0,82.0
19,2023-08-21 19:00:00,2023-08-23 15:25:34,3.0,603.79,1497.0,26.0,59.0,356.0,80.0,122.0
20,2023-08-21 20:00:00,2023-08-23 15:25:34,3.0,590.86,1491.0,38.0,58.0,361.0,75.0,165.0
21,2023-08-21 21:00:00,2023-08-23 15:25:34,3.0,565.46,1490.0,32.0,58.0,358.0,83.0,261.0
22,2023-08-21 22:00:00,2023-08-23 15:25:34,3.0,566.31,1466.0,35.0,56.0,362.0,68.0,256.0
23,2023-08-21 23:00:00,2023-08-23 15:25:34,3.0,544.02,1467.0,16.0,55.0,360.0,84.0,339.0
