,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
0,2023-08-24 00:00:00,2023-08-25 21:23:44,3.0,476.72,1463.0,24.0,47.0,372.0,62.0,423.0
1,2023-08-24 01:00:00,2023-08-25 21:23:44,3.0,501.81,1465.0,48.0,48.0,375.0,45.0,312.0
2,2023-08-24 02:00:00,2023-08-25 21:23:44,3.0,535.84,1457.0,36.0,51.0,374.0,7.0,205.0
3,2023-08-24 03:00:00,2023-08-25 21:23:44,3.0,556.88,1461.0,56.0,52.0,371.0,0.0,129.0
4,2023-08-24 04:00:00,2023-08-25 21:23:44,3.0,568.75,1475.0,58.0,55.0,374.0,0.0,86.0
5,2023-08-24 05:00:00,2023-08-25 21:23:44,3.0,572.4,1483.0,28.0,59.0,375.0,0.0,84.0
6,2023-08-24 06:00:00,2023-08-25 21:23:44,3.0,580.31,1487.0,50.0,61.0,369.0,0.0,55.0
7,2023-08-24 07:00:00,2023-08-25 21:23:44,3.0,585.51,1488.0,30.0,60.0,376.0,0.0,38.0
8,2023-08-24 08:00:00,2023-08-25 21:23:44,3.0,586.84,1515.0,15.0,60.0,372.0,0.0,51.0
9,2023-08-24 09:00:00,2023-08-25 21:23:44,3.0,587.99,1508.0,15.0,60.0,376.0,0.0,41.0
10,2023-08-24 10:00:00,2023-08-25 21:23:44,3.0,589.92,1540.0,16.0,61.0,374.0,0.0,45.0
11,2023-08-24 11:00:00,2023-08-25 21:23:44,3.0,578.57,1536.0,16.0,60.0,374.0,0.0,84.0
12,2023-08-24 12:00:00,2023-08-25 21:23:44,3.0,531.1,1540.0,21.0,61.0,377.0,0.0,266.0
13,2023-08-24 13:00:00,2023-08-25 21:23:44,3.0,515.81,1541.0,31.0,60.0,374.0,1.0,333.0
14,2023-08-24 14:00:00,2023-08-25 21:23:44,3.0,517.81,1533.0,36.0,59.0,375.0,28.0,291.0
15,2023-08-24 15:00:00,2023-08-25 21:23:44,3.0,536.1,1516.0,22.0,59.0,370.0,61.0,181.0
16,2023-08-24 16:00:00,2023-08-25 21:23:44,3.0,539.66,1508.0,13.0,59.0,372.0,74.0,151.0
17,2023-08-24 17:00:00,2023-08-25 21:23:44,3.0,531.51,1501.0,15.0,58.0,367.0,90.0,170.0
18,2023-08-24 18:00:00,2023-08-25 21:23:44,3.0,511.47,1503.0,23.0,58.0,366.0,90.0,256.0
19,2023-08-24 19:00:00,2023-08-25 21:23:44,3.0,499.51,1502.0,34.0,56.0,371.0,89.0,304.0
20,2023-08-24 20:00:00,2023-08-25 21:23:44,3.0,503.86,1501.0,36.0,54.0,367.0,87.0,289.0
21,2023-08-24 21:00:00,2023-08-25 21:23:44,3.0,506.36,1501.0,37.0,50.0,370.0,70.0,292.0
22,2023-08-24 22:00:00,2023-08-25 21:23:44,3.0,494.19,1495.0,34.0,48.0,372.0,75.0,340.0
23,2023-08-24 23:00:00,2023-08-25 21:23:44,3.0,490.65,1492.0,37.0,46.0,371.0,73.0,358.0
