,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
0,2023-08-18 00:00:00,2023-08-20 14:50:47,3.0,510.36,1481.0,65.0,37.0,370.0,60.0,269.0
1,2023-08-18 01:00:00,2023-08-20 14:50:47,3.0,535.53,1483.0,75.0,39.0,371.0,41.0,177.0
2,2023-08-18 02:00:00,2023-08-20 14:50:47,3.0,535.95,1456.0,71.0,40.0,364.0,13.0,200.0
3,2023-08-18 03:00:00,2023-08-20 14:50:47,3.0,542.28,1435.0,75.0,45.0,359.0,0.0,182.0
4,2023-08-18 04:00:00,2023-08-20 14:50:47,3.0,531.65,1441.0,57.0,49.0,362.0,0.0,228.0
5,2023-08-18 05:00:00,2023-08-20 14:50:47,3.0,520.69,1442.0,26.0,51.0,362.0,0.0,282.0
6,2023-08-18 06:00:00,2023-08-20 14:50:47,3.0,531.82,1455.0,74.0,54.0,362.0,0.0,227.0
7,2023-08-18 07:00:00,2023-08-20 14:50:47,3.0,519.38,1485.0,59.0,55.0,355.0,0.0,304.0
8,2023-08-18 08:00:00,2023-08-20 14:50:47,3.0,489.36,1492.0,36.0,55.0,358.0,0.0,449.0
9,2023-08-18 09:00:00,2023-08-20 14:50:47,3.0,489.27,1490.0,34.0,54.0,357.0,0.0,450.0
10,2023-08-18 10:00:00,2023-08-20 14:50:47,3.0,493.91,1487.0,22.0,54.0,358.0,0.0,428.0
11,2023-08-18 11:00:00,2023-08-20 14:50:47,3.0,488.27,1487.0,17.0,56.0,359.0,0.0,455.0
12,2023-08-18 12:00:00,2023-08-20 14:50:47,3.0,491.39,1482.0,17.0,57.0,355.0,0.0,441.0
13,2023-08-18 13:00:00,2023-08-20 14:50:47,3.0,478.29,1403.0,38.0,58.0,358.0,0.0,451.0
14,2023-08-18 14:00:00,2023-08-20 14:50:47,3.0,457.4,1383.0,39.0,58.0,358.0,10.0,533.0
15,2023-08-18 15:00:00,2023-08-20 14:50:47,3.0,469.24,1317.0,26.0,56.0,359.0,40.0,404.0
16,2023-08-18 16:00:00,2023-08-20 14:50:47,3.0,469.27,1318.0,16.0,53.0,359.0,19.0,428.0
17,2023-08-18 17:00:00,2023-08-20 14:50:47,3.0,486.48,1395.0,19.0,53.0,360.0,37.0,374.0
18,2023-08-18 18:00:00,2023-08-20 14:50:47,3.0,477.58,1407.0,15.0,51.0,360.0,56.0,405.0
19,2023-08-18 19:00:00,2023-08-20 14:50:47,3.0,462.21,1406.0,15.0,48.0,354.0,62.0,481.0
20,2023-08-18 20:00:00,2023-08-20 14:50:47,3.0,457.58,1409.0,38.0,44.0,355.0,82.0,482.0
21,2023-08-18 21:00:00,2023-08-20 14:50:47,3.0,471.98,1484.0,35.0,43.0,356.0,77.0,459.0
22,2023-08-18 22:00:00,2023-08-20 14:50:47,3.0,484.85,1484.0,33.0,39.0,354.0,70.0,404.0
23,2023-08-18 23:00:00,2023-08-20 14:50:47,3.0,480.65,1484.0,38.0,37.0,358.0,39.0,451.0
