UTC time,coal,nat_gas,oil,hydro,solar,wind
2023-01-10 00:00:00,849.0,188.0,59.0,362.0,2.0,73.0
2023-01-10 01:00:00,849.0,184.0,59.0,381.0,0.0,99.0
2023-01-10 02:00:00,851.0,189.0,61.0,374.0,0.0,96.0
2023-01-10 03:00:00,852.0,190.0,58.0,379.0,0.0,66.0
2023-01-10 04:00:00,850.0,181.0,58.0,378.0,0.0,98.0
2023-01-10 05:00:00,852.0,195.0,59.0,375.0,0.0,97.0
2023-01-10 06:00:00,850.0,185.0,59.0,370.0,0.0,197.0
2023-01-10 07:00:00,851.0,193.0,60.0,370.0,0.0,245.0
2023-01-10 08:00:00,850.0,143.0,60.0,372.0,0.0,476.0
2023-01-10 09:00:00,848.0,140.0,60.0,367.0,0.0,417.0
2023-01-10 10:00:00,851.0,138.0,61.0,371.0,0.0,438.0
2023-01-10 11:00:00,854.0,142.0,59.0,366.0,0.0,497.0
2023-01-10 12:00:00,851.0,139.0,60.0,372.0,0.0,491.0
2023-01-10 13:00:00,852.0,139.0,59.0,368.0,0.0,539.0
2023-01-10 14:00:00,849.0,124.0,59.0,373.0,0.0,460.0
2023-01-10 15:00:00,841.0,145.0,59.0,371.0,0.0,501.0
2023-01-10 16:00:00,840.0,148.0,59.0,370.0,5.0,494.0
2023-01-10 17:00:00,848.0,142.0,60.0,371.0,11.0,440.0
2023-01-10 18:00:00,848.0,124.0,61.0,370.0,34.0,473.0
2023-01-10 19:00:00,850.0,91.0,59.0,373.0,45.0,505.0
2023-01-10 20:00:00,838.0,92.0,59.0,373.0,41.0,491.0
2023-01-10 21:00:00,724.0,92.0,59.0,374.0,48.0,492.0
2023-01-10 22:00:00,724.0,94.0,59.0,373.0,56.0,459.0
2023-01-10 23:00:00,733.0,87.0,60.0,371.0,34.0,233.0
