UTC time,creation_time (UTC),version,coal,nat_gas,oil,hydro,solar,wind
2023-09-06 00:00:00,2023-09-08 18:25:38,3.0,1474.0,83.0,51.0,356.0,31.0,97.0
2023-09-06 01:00:00,2023-09-08 18:25:38,3.0,1476.0,83.0,50.0,355.0,10.0,186.0
2023-09-06 02:00:00,2023-09-08 18:25:38,3.0,1476.0,82.0,50.0,354.0,1.0,226.0
2023-09-06 03:00:00,2023-09-08 18:25:38,3.0,1477.0,83.0,49.0,353.0,0.0,235.0
2023-09-06 04:00:00,2023-09-08 18:25:38,3.0,1477.0,66.0,50.0,353.0,0.0,285.0
2023-09-06 05:00:00,2023-09-08 18:25:38,3.0,1475.0,46.0,50.0,356.0,0.0,341.0
2023-09-06 06:00:00,2023-09-08 18:25:38,3.0,1481.0,38.0,48.0,355.0,0.0,403.0
2023-09-06 07:00:00,2023-09-08 18:25:38,3.0,1477.0,34.0,49.0,353.0,0.0,376.0
2023-09-06 08:00:00,2023-09-08 18:25:38,3.0,1497.0,12.0,49.0,354.0,0.0,373.0
2023-09-06 09:00:00,2023-09-08 18:25:38,3.0,1495.0,13.0,51.0,355.0,0.0,372.0
2023-09-06 10:00:00,2023-09-08 18:25:38,3.0,1477.0,12.0,52.0,356.0,0.0,387.0
2023-09-06 11:00:00,2023-09-08 18:25:38,3.0,1478.0,13.0,51.0,362.0,0.0,408.0
2023-09-06 12:00:00,2023-09-08 18:25:38,3.0,1476.0,14.0,52.0,360.0,0.0,386.0
2023-09-06 13:00:00,2023-09-08 18:25:38,3.0,1472.0,35.0,53.0,361.0,1.0,401.0
2023-09-06 14:00:00,2023-09-08 18:25:38,3.0,1476.0,45.0,53.0,365.0,17.0,412.0
2023-09-06 15:00:00,2023-09-08 18:25:38,3.0,1469.0,26.0,54.0,360.0,68.0,267.0
2023-09-06 16:00:00,2023-09-08 18:25:38,3.0,1468.0,27.0,52.0,363.0,89.0,154.0
2023-09-06 17:00:00,2023-09-08 18:25:38,3.0,1470.0,42.0,50.0,360.0,81.0,94.0
2023-09-06 18:00:00,2023-09-08 18:25:38,3.0,1467.0,39.0,52.0,363.0,83.0,59.0
2023-09-06 19:00:00,2023-09-08 18:25:38,3.0,1466.0,22.0,50.0,366.0,85.0,57.0
2023-09-06 20:00:00,2023-09-08 18:25:38,3.0,1468.0,42.0,49.0,360.0,85.0,93.0
2023-09-06 21:00:00,2023-09-08 18:25:38,3.0,1466.0,40.0,49.0,366.0,71.0,110.0
2023-09-06 22:00:00,2023-09-08 18:25:38,3.0,1472.0,29.0,48.0,369.0,67.0,133.0
2023-09-06 23:00:00,2023-09-08 18:25:38,3.0,1464.0,36.0,49.0,364.0,77.0,97.0
