,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
0,2023-09-02 00:00:00,2023-09-04 18:10:14,3.0,445.07,965.0,16.0,47.0,356.0,44.0,276.0
1,2023-09-02 01:00:00,2023-09-04 18:10:14,3.0,460.27,945.0,28.0,50.0,360.0,13.0,231.0
2,2023-09-02 02:00:00,2023-09-04 18:10:14,3.0,451.31,954.0,20.0,49.0,356.0,2.0,286.0
3,2023-09-02 03:00:00,2023-09-04 18:10:14,3.0,473.04,1120.0,20.0,50.0,357.0,0.0,311.0
4,2023-09-02 04:00:00,2023-09-04 18:10:14,3.0,491.53,1297.0,19.0,50.0,355.0,0.0,340.0
5,2023-09-02 05:00:00,2023-09-04 18:10:14,3.0,491.32,1308.0,18.0,51.0,355.0,0.0,347.0
6,2023-09-02 06:00:00,2023-09-04 18:10:14,3.0,501.37,1315.0,33.0,51.0,357.0,0.0,303.0
7,2023-09-02 07:00:00,2023-09-04 18:10:14,3.0,499.4,1403.0,23.0,49.0,354.0,0.0,363.0
8,2023-09-02 08:00:00,2023-09-04 18:10:14,3.0,508.51,1472.0,18.0,50.0,359.0,0.0,354.0
9,2023-09-02 09:00:00,2023-09-04 18:10:14,3.0,530.37,1472.0,17.0,52.0,354.0,0.0,266.0
10,2023-09-02 10:00:00,2023-09-04 18:10:14,3.0,541.89,1461.0,19.0,52.0,358.0,0.0,211.0
11,2023-09-02 11:00:00,2023-09-04 18:10:14,3.0,528.58,1455.0,15.0,54.0,353.0,0.0,267.0
12,2023-09-02 12:00:00,2023-09-04 18:10:14,3.0,511.9,1460.0,16.0,54.0,355.0,0.0,337.0
13,2023-09-02 13:00:00,2023-09-04 18:10:14,3.0,492.28,1455.0,16.0,53.0,355.0,0.0,423.0
14,2023-09-02 14:00:00,2023-09-04 18:10:14,3.0,458.73,1339.0,17.0,53.0,357.0,27.0,486.0
15,2023-09-02 15:00:00,2023-09-04 18:10:14,3.0,457.81,1326.0,17.0,53.0,355.0,71.0,440.0
16,2023-09-02 16:00:00,2023-09-04 18:10:14,3.0,476.76,1468.0,37.0,53.0,353.0,89.0,414.0
17,2023-09-02 17:00:00,2023-09-04 18:10:14,3.0,466.46,1478.0,41.0,51.0,354.0,91.0,470.0
18,2023-09-02 18:00:00,2023-09-04 18:10:14,3.0,444.31,1478.0,42.0,48.0,351.0,90.0,598.0
19,2023-09-02 19:00:00,2023-09-04 18:10:14,3.0,435.96,1468.0,40.0,45.0,354.0,88.0,640.0
20,2023-09-02 20:00:00,2023-09-04 18:10:14,3.0,441.72,1470.0,41.0,44.0,351.0,85.0,613.0
21,2023-09-02 21:00:00,2023-09-04 18:10:14,3.0,450.39,1471.0,40.0,41.0,350.0,77.0,573.0
22,2023-09-02 22:00:00,2023-09-04 18:10:14,3.0,441.88,1475.0,41.0,40.0,355.0,67.0,630.0
23,2023-09-02 23:00:00,2023-09-04 18:10:14,3.0,450.04,1474.0,41.0,40.0,349.0,44.0,611.0
