datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast
2023-06-27 00:00:00,2.837687709900993,288.00495222762726,282.5605431951334,152.38765644321128,1.2481257539236903,1448.02083,21.51141,23.89459,567.99768,11036.26013,4055.50013
2023-06-27 01:00:00,2.837687709900993,288.00495222762726,282.5605431951334,152.38765644321128,1.2481257539236903,1434.08538,20.47776,24.08947,566.33934,6677.44,4104.37019
2023-06-27 02:00:00,2.837687709900993,288.00495222762726,282.5605431951334,152.38765644321128,1.2481257539236903,1440.07618,19.48411,23.82218,566.06673,1746.83002,4250.1002
2023-06-27 03:00:00,2.837687709900993,288.00495222762726,282.5605431951334,152.38765644321128,1.2481257539236903,1439.47536,22.58378,24.30388,561.73746,6.09,4194.19002
2023-06-27 04:00:00,2.265666925938602,285.6076625229226,281.82963254715315,152.38765644321128,1.2481257539236903,1448.69501,24.33007,24.56623,562.16844,0.0,4226.61006
2023-06-27 05:00:00,2.265666925938602,285.6076625229226,281.82963254715315,152.38765644321128,1.2481257539236903,1440.73138,23.30858,25.18063,561.74006,0.0,4272.14998
2023-06-27 06:00:00,2.265666925938602,285.6076625229226,281.82963254715315,152.38765644321128,1.2481257539236903,1442.42011,23.72488,25.16187,557.16048,0.0,4312.39993
2023-06-27 07:00:00,1.7642177052511028,284.6215315217879,281.3772656861636,76.6190065553026,2.0088065832952195,1436.55306,22.50289,25.06592,563.43518,0.0,4406.75983
2023-06-27 08:00:00,1.7642177052511028,284.6215315217879,281.3772656861636,76.6190065553026,2.0088065832952195,1446.36043,22.15248,25.1292,569.86854,0.0,4367.39005
2023-06-27 09:00:00,1.7642177052511028,284.6215315217879,281.3772656861636,76.6190065553026,2.0088065832952195,1455.04875,21.46219,25.95361,567.80428,0.0,4311.54989
2023-06-27 10:00:00,1.551710285626448,284.40685737802926,281.3438928789513,0.0,2.1479515299590544,1455.65999,20.87831,26.55296,564.28667,0.0,4189.36009
2023-06-27 11:00:00,1.551710285626448,284.40685737802926,281.3438928789513,0.0,2.1479515299590544,1453.22225,20.54038,25.82494,567.00873,0.0,3994.88987
2023-06-27 12:00:00,1.551710285626448,284.40685737802926,281.3438928789513,0.0,2.1479515299590544,1445.3245,19.77597,25.95046,565.80095,45.7,3730.68004
2023-06-27 13:00:00,1.648838284760628,289.12754043175363,282.5396810274572,1.2766964435994574,2.244916017704596,1444.241,19.73329,25.90621,562.7903,2600.85007,3335.16991
2023-06-27 14:00:00,1.648838284760628,289.12754043175363,282.5396810274572,1.2766964435994574,2.244916017704596,1444.0336,17.6337,25.89394,571.12172,8045.61005,2753.9701
2023-06-27 15:00:00,1.648838284760628,289.12754043175363,282.5396810274572,1.2766964435994574,2.244916017704596,1446.32181,18.98937,26.47559,570.42847,11741.30048,2145.64996
2023-06-27 16:00:00,2.380058535938078,293.1555683630803,282.0388156784687,213.4849145230673,2.407027893154493,1448.0986,17.62546,26.49856,577.81367,13072.48016,1692.72001
2023-06-27 17:00:00,2.380058535938078,293.1555683630803,282.0388156784687,213.4849145230673,2.407027893154493,1428.34769,19.95326,26.26619,567.3395,13704.60956,1415.58998
2023-06-27 18:00:00,2.380058535938078,293.1555683630803,282.0388156784687,213.4849145230673,2.407027893154493,1417.20772,20.24002,26.05811,571.08582,14054.7002,1301.35995
2023-06-27 19:00:00,3.0288796479147737,294.2089420951577,281.58237110416053,431.06567133786496,2.8684525643830465,1421.43015,21.52721,26.32364,567.75407,14132.88007,1378.38001
2023-06-27 20:00:00,3.0288796479147737,294.2089420951577,281.58237110416053,431.06567133786496,2.8684525643830465,1423.56681,21.07923,26.4724,552.06897,14080.09021,1670.57995
2023-06-27 21:00:00,3.0288796479147737,294.2089420951577,281.58237110416053,431.06567133786496,2.8684525643830465,1412.65496,20.59964,26.59211,548.23164,13935.27997,2076.47011
2023-06-27 22:00:00,3.5859555052542604,292.6998061824692,282.05423428395625,733.7522661319174,3.533449862445942,1389.54476,21.0722,26.72098,551.3181,13549.28015,2514.58
2023-06-27 23:00:00,3.5859555052542604,292.6998061824692,282.05423428395625,733.7522661319174,3.533449862445942,1384.17657,21.29841,26.64398,545.41986,12807.85022,2920.31993
2023-06-28 00:00:00,3.5859555052542604,292.6998061824692,282.05423428395625,733.7522661319174,3.533449862445942,1358.96619,21.51141,26.14198,680.86763,5564.47333,1871.72107
2023-06-28 01:00:00,2.375495221774356,288.2944417617975,282.83925193807454,608.2252559444489,4.491189958847983,1346.53372,20.47776,26.33345,675.86185,5005.94333,1751.6498
2023-06-28 02:00:00,2.375495221774356,288.2944417617975,282.83925193807454,608.2252559444489,4.491189958847983,1353.18867,19.48411,26.03523,677.05156,4177.87996,1735.71605
2023-06-28 03:00:00,2.375495221774356,288.2944417617975,282.83925193807454,608.2252559444489,4.491189958847983,1353.15232,22.58378,26.52982,672.32436,3712.98381,1693.3846
2023-06-28 04:00:00,1.9830921243921515,286.15998962949493,282.0444140873609,156.3233312155562,5.424708647601138,1362.33081,24.33007,26.79316,670.88871,3414.62338,1494.22122
2023-06-28 05:00:00,1.9830921243921515,286.15998962949493,282.0444140873609,156.3233312155562,5.424708647601138,1355.5743,23.30858,27.36001,672.10645,2753.15643,1460.61045
2023-06-28 06:00:00,1.9830921243921515,286.15998962949493,282.0444140873609,156.3233312155562,5.424708647601138,1357.68745,23.72488,27.31161,665.64786,2299.8998,1391.12249
2023-06-28 07:00:00,1.852146904329535,285.1725760607758,281.5372170877928,78.51422855801079,5.773877416327309,1352.92381,22.50289,27.19531,675.06354,2122.2981,1244.97339
2023-06-28 08:00:00,1.852146904329535,285.1725760607758,281.5372170877928,78.51422855801079,5.773877416327309,1362.32413,22.15248,27.25154,682.12274,1630.9148,1236.45216
2023-06-28 09:00:00,1.852146904329535,285.1725760607758,281.5372170877928,78.51422855801079,5.773877416327309,1370.27506,21.46219,28.11148,677.4681,1351.37212,1040.21141
2023-06-28 10:00:00,1.7310320251708045,284.802381860027,281.4643417117152,0.0,5.8535281979945175,1370.70136,20.87831,28.71851,671.64664,1124.85767,1075.57468
2023-06-28 11:00:00,1.7310320251708045,284.802381860027,281.4643417117152,0.0,5.8535281979945175,1368.78893,20.54038,27.96157,677.39195,901.63948,983.56471
2023-06-28 12:00:00,1.7310320251708045,284.802381860027,281.4643417117152,0.0,5.8535281979945175,1361.87018,19.77597,28.08815,675.04944,701.90057,801.49937
2023-06-28 13:00:00,1.8359967501362764,289.61682607340686,282.6528777645633,1.2824257758465134,5.951983234914609,1360.76062,19.73329,28.0385,671.91033,1105.28586,706.7257
2023-06-28 14:00:00,1.8359967501362764,289.61682607340686,282.6528777645633,1.2824257758465134,5.951983234914609,1361.05809,17.6337,27.98166,680.77692,1562.13738,707.63346
2023-06-28 15:00:00,1.8359967501362764,289.61682607340686,282.6528777645633,1.2824257758465134,5.951983234914609,1363.62185,18.98937,28.5819,679.29,1928.73607,505.06375
2023-06-28 16:00:00,2.2863898525146698,293.45462799179336,282.20118301035563,220.15859332620445,6.1675396594904495,1365.51437,17.62546,28.61538,690.59483,2670.28014,401.35144
2023-06-28 17:00:00,2.2863898525146698,293.45462799179336,282.20118301035563,220.15859332620445,6.1675396594904495,1346.4943,19.95326,28.37414,676.9821,3078.11412,345.90922
2023-06-28 18:00:00,2.2863898525146698,293.45462799179336,282.20118301035563,220.15859332620445,6.1675396594904495,1336.56986,20.24002,28.15463,680.33581,3079.52162,398.4296
2023-06-28 19:00:00,2.8714197147020952,294.8653221742069,281.54341249294885,436.9781885902487,6.697124716394689,1340.57767,21.52721,28.43796,678.01046,3053.66547,369.08122
2023-06-28 20:00:00,2.8714197147020952,294.8653221742069,281.54341249294885,436.9781885902487,6.697124716394689,1342.54155,21.07923,28.59754,658.22505,3383.47885,282.15995
2023-06-28 21:00:00,2.8714197147020952,294.8653221742069,281.54341249294885,436.9781885902487,6.697124716394689,1333.16514,20.59964,28.71305,651.867,3940.61665,238.56218
2023-06-28 22:00:00,3.234614256121599,293.32197673142787,282.2215861118191,772.4583718865244,7.286304785350483,1312.25549,21.0722,28.79148,657.69754,4514.38248,160.51242
2023-06-28 23:00:00,3.234614256121599,293.32197673142787,282.2215861118191,772.4583718865244,7.286304785350483,1307.05541,21.29841,28.69485,648.50743,5280.99023,176.30498
2023-06-29 00:00:00,3.234614256121599,293.32197673142787,282.2215861118191,772.4583718865244,7.286304785350483,1282.59164,21.51141,28.21258,825.3453,2045.92468,42.54698
2023-06-29 01:00:00,2.3693045431737074,288.9779542257056,283.07215797928103,631.2615275412559,8.173434349503973,1271.4482,20.47776,28.40091,816.05451,1895.30273,39.95754
2023-06-29 02:00:00,2.3693045431737074,288.9779542257056,283.07215797928103,631.2615275412559,8.173434349503973,1278.6727,19.48411,28.0742,819.11604,1626.60294,37.15915
2023-06-29 03:00:00,2.3693045431737074,288.9779542257056,283.07215797928103,631.2615275412559,8.173434349503973,1279.12064,22.58378,28.58066,813.87954,1509.45881,34.547
2023-06-29 04:00:00,1.9669577537467504,286.6137210184672,282.35834906592066,162.24928986915853,8.959199496570621,1288.26358,24.33007,28.84492,810.05456,1462.48754,33.8793
