UTC time,creation_time (UTC),version,coal,nat_gas,oil,hydro,solar,wind
2023-09-09 00:00:00,2023-09-11 16:15:59,3.0,1533.0,86.0,54.0,366.0,13.0,289.0
2023-09-09 01:00:00,2023-09-11 16:15:59,3.0,1528.0,77.0,55.0,362.0,4.0,262.0
2023-09-09 02:00:00,2023-09-11 16:15:59,3.0,1517.0,119.0,54.0,365.0,0.0,171.0
2023-09-09 03:00:00,2023-09-11 16:15:59,3.0,1530.0,81.0,52.0,365.0,0.0,132.0
2023-09-09 04:00:00,2023-09-11 16:15:59,3.0,1534.0,77.0,54.0,361.0,0.0,99.0
2023-09-09 05:00:00,2023-09-11 16:15:59,3.0,1532.0,75.0,55.0,367.0,0.0,126.0
2023-09-09 06:00:00,2023-09-11 16:15:59,3.0,1520.0,76.0,53.0,364.0,0.0,162.0
2023-09-09 07:00:00,2023-09-11 16:15:59,3.0,1527.0,72.0,54.0,366.0,0.0,248.0
2023-09-09 08:00:00,2023-09-11 16:15:59,3.0,1520.0,51.0,53.0,365.0,0.0,248.0
2023-09-09 09:00:00,2023-09-11 16:15:59,3.0,1505.0,44.0,54.0,366.0,0.0,220.0
2023-09-09 10:00:00,2023-09-11 16:15:59,3.0,1515.0,38.0,55.0,363.0,0.0,207.0
2023-09-09 11:00:00,2023-09-11 16:15:59,3.0,1516.0,41.0,53.0,367.0,0.0,193.0
2023-09-09 12:00:00,2023-09-11 16:15:59,3.0,1513.0,42.0,53.0,363.0,0.0,186.0
2023-09-09 13:00:00,2023-09-11 16:15:59,3.0,1509.0,41.0,55.0,362.0,1.0,176.0
2023-09-09 14:00:00,2023-09-11 16:15:59,3.0,1497.0,43.0,54.0,365.0,15.0,152.0
2023-09-09 15:00:00,2023-09-11 16:15:59,3.0,1526.0,27.0,54.0,362.0,50.0,97.0
2023-09-09 16:00:00,2023-09-11 16:15:59,3.0,1524.0,39.0,55.0,358.0,75.0,59.0
2023-09-09 17:00:00,2023-09-11 16:15:59,3.0,1521.0,43.0,57.0,363.0,83.0,39.0
2023-09-09 18:00:00,2023-09-11 16:15:59,3.0,1524.0,42.0,56.0,365.0,69.0,26.0
2023-09-09 19:00:00,2023-09-11 16:15:59,3.0,1526.0,42.0,55.0,360.0,68.0,23.0
2023-09-09 20:00:00,2023-09-11 16:15:59,3.0,1523.0,70.0,54.0,343.0,63.0,25.0
2023-09-09 21:00:00,2023-09-11 16:15:59,3.0,1526.0,77.0,55.0,323.0,61.0,24.0
2023-09-09 22:00:00,2023-09-11 16:15:59,3.0,1525.0,82.0,53.0,323.0,66.0,29.0
2023-09-09 23:00:00,2023-09-11 16:15:59,3.0,1529.0,81.0,54.0,323.0,52.0,32.0
