Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
43512,2023-12-19 00:00:00,2024-07-17 00:00:00,3.1,491.08,1456.0,195.0,59.0,444.0,0.0,295.0
43513,2023-12-19 01:00:00,2024-07-17 00:00:00,3.1,510.4,1465.0,194.0,59.0,441.0,0.0,210.0
43514,2023-12-19 02:00:00,2024-07-17 00:00:00,3.1,508.05,1464.0,192.0,59.0,444.0,0.0,218.0
43515,2023-12-19 03:00:00,2024-07-17 00:00:00,3.1,503.49,1464.0,191.0,58.0,445.0,0.0,239.0
43516,2023-12-19 04:00:00,2024-07-17 00:00:00,3.1,495.95,1467.0,191.0,58.0,443.0,0.0,279.0
43517,2023-12-19 05:00:00,2024-07-17 00:00:00,3.1,479.06,1467.0,191.0,58.0,449.0,0.0,359.0
43518,2023-12-19 06:00:00,2024-07-17 00:00:00,3.1,457.87,1469.0,191.0,59.0,446.0,0.0,480.0
43519,2023-12-19 07:00:00,2024-07-17 00:00:00,3.1,437.21,1455.0,169.0,59.0,443.0,0.0,601.0
43520,2023-12-19 08:00:00,2024-07-17 00:00:00,3.1,430.65,1467.0,139.0,59.0,446.0,0.0,653.0
43521,2023-12-19 09:00:00,2024-07-17 00:00:00,3.1,437.49,1466.0,113.0,59.0,445.0,0.0,614.0
43522,2023-12-19 10:00:00,2024-07-17 00:00:00,3.1,469.99,1466.0,92.0,59.0,446.0,0.0,431.0
43523,2023-12-19 11:00:00,2024-07-17 00:00:00,3.1,505.13,1469.0,92.0,59.0,444.0,0.0,261.0
43524,2023-12-19 12:00:00,2024-07-17 00:00:00,3.1,508.13,1464.0,187.0,59.0,443.0,0.0,220.0
43525,2023-12-19 13:00:00,2024-07-17 00:00:00,3.1,510.79,1465.0,191.0,59.0,449.0,0.0,201.0
43526,2023-12-19 14:00:00,2024-07-17 00:00:00,3.1,508.98,1466.0,190.0,60.0,441.0,0.0,218.0
43527,2023-12-19 15:00:00,2024-07-17 00:00:00,3.1,504.04,1470.0,143.0,59.0,448.0,0.0,249.0
43528,2023-12-19 16:00:00,2024-07-17 00:00:00,3.1,507.06,1465.0,97.0,58.0,444.0,3.0,246.0
43529,2023-12-19 17:00:00,2024-07-17 00:00:00,3.1,528.7,1461.0,99.0,58.0,432.0,22.0,142.0
43530,2023-12-19 18:00:00,2024-07-17 00:00:00,3.1,548.02,1470.0,95.0,53.0,424.0,40.0,60.0
43531,2023-12-19 19:00:00,2024-07-17 00:00:00,3.1,550.29,1473.0,95.0,58.0,433.0,41.0,41.0
43532,2023-12-19 20:00:00,2024-07-17 00:00:00,3.1,544.74,1468.0,128.0,59.0,433.0,33.0,58.0
43533,2023-12-19 21:00:00,2024-07-17 00:00:00,3.1,532.71,1466.0,143.0,58.0,436.0,18.0,114.0
43534,2023-12-19 22:00:00,2024-07-17 00:00:00,3.1,526.69,1468.0,142.0,57.0,435.0,43.0,117.0
43535,2023-12-19 23:00:00,2024-07-17 00:00:00,3.1,533.94,1470.0,144.0,59.0,442.0,15.0,107.0
