UTC time,creation_time (UTC),version,coal,nat_gas,oil,hydro,solar,wind
2023-08-17 00:00:00,2023-08-18 22:28:40,3.0,1517.0,113.0,52.0,378.0,42.0,398.0
2023-08-17 01:00:00,2023-08-18 22:28:40,3.0,1516.0,106.0,52.0,369.0,24.0,352.0
2023-08-17 02:00:00,2023-08-18 22:28:40,3.0,1517.0,87.0,52.0,362.0,10.0,298.0
2023-08-17 03:00:00,2023-08-18 22:28:40,3.0,1512.0,122.0,53.0,371.0,0.0,262.0
2023-08-17 04:00:00,2023-08-18 22:28:40,3.0,1457.0,81.0,54.0,371.0,0.0,354.0
2023-08-17 05:00:00,2023-08-18 22:28:40,3.0,1502.0,83.0,57.0,372.0,0.0,237.0
2023-08-17 06:00:00,2023-08-18 22:28:40,3.0,1499.0,79.0,58.0,374.0,0.0,155.0
2023-08-17 07:00:00,2023-08-18 22:28:40,3.0,1491.0,82.0,59.0,375.0,0.0,118.0
2023-08-17 08:00:00,2023-08-18 22:28:40,3.0,1489.0,77.0,58.0,374.0,0.0,98.0
2023-08-17 09:00:00,2023-08-18 22:28:40,3.0,1489.0,78.0,60.0,374.0,0.0,89.0
2023-08-17 10:00:00,2023-08-18 22:28:40,3.0,1492.0,79.0,60.0,369.0,0.0,82.0
2023-08-17 11:00:00,2023-08-18 22:28:40,3.0,1490.0,77.0,60.0,376.0,0.0,110.0
2023-08-17 12:00:00,2023-08-18 22:28:40,3.0,1498.0,77.0,60.0,370.0,0.0,165.0
2023-08-17 13:00:00,2023-08-18 22:28:40,3.0,1492.0,77.0,60.0,372.0,1.0,212.0
2023-08-17 14:00:00,2023-08-18 22:28:40,3.0,1503.0,78.0,58.0,375.0,24.0,248.0
2023-08-17 15:00:00,2023-08-18 22:28:40,3.0,1497.0,56.0,56.0,371.0,60.0,279.0
2023-08-17 16:00:00,2023-08-18 22:28:40,3.0,1496.0,39.0,56.0,373.0,82.0,238.0
2023-08-17 17:00:00,2023-08-18 22:28:40,3.0,1495.0,36.0,52.0,372.0,90.0,258.0
2023-08-17 18:00:00,2023-08-18 22:28:40,3.0,1492.0,64.0,49.0,372.0,91.0,289.0
2023-08-17 19:00:00,2023-08-18 22:28:40,3.0,1491.0,75.0,47.0,365.0,90.0,287.0
2023-08-17 20:00:00,2023-08-18 22:28:40,3.0,1493.0,77.0,44.0,368.0,90.0,392.0
2023-08-17 21:00:00,2023-08-18 22:28:40,3.0,1490.0,77.0,39.0,367.0,89.0,385.0
2023-08-17 22:00:00,2023-08-18 22:28:40,3.0,1487.0,77.0,35.0,369.0,83.0,360.0
2023-08-17 23:00:00,2023-08-18 22:28:40,3.0,1483.0,74.0,35.0,366.0,75.0,341.0
