UTC time,creation_time (UTC),version,coal,nat_gas,oil,hydro,solar,wind
2023-08-10 00:00:00,2023-08-13 18:15:09,3.0,1548.0,93.0,48.0,380.0,33.0,257.0
2023-08-10 01:00:00,2023-08-13 18:15:09,3.0,1536.0,91.0,49.0,376.0,53.0,239.0
2023-08-10 02:00:00,2023-08-13 18:15:09,3.0,1534.0,86.0,48.0,381.0,11.0,215.0
2023-08-10 03:00:00,2023-08-13 18:15:09,3.0,1517.0,88.0,52.0,379.0,1.0,177.0
2023-08-10 04:00:00,2023-08-13 18:15:09,3.0,1506.0,87.0,53.0,383.0,0.0,242.0
2023-08-10 05:00:00,2023-08-13 18:15:09,3.0,1501.0,78.0,56.0,381.0,0.0,279.0
2023-08-10 06:00:00,2023-08-13 18:15:09,3.0,1503.0,75.0,58.0,385.0,0.0,352.0
2023-08-10 07:00:00,2023-08-13 18:15:09,3.0,1505.0,67.0,58.0,390.0,0.0,489.0
2023-08-10 08:00:00,2023-08-13 18:15:09,3.0,1505.0,21.0,59.0,386.0,0.0,541.0
2023-08-10 09:00:00,2023-08-13 18:15:09,3.0,1511.0,14.0,59.0,391.0,0.0,613.0
2023-08-10 10:00:00,2023-08-13 18:15:09,3.0,1509.0,12.0,60.0,392.0,0.0,566.0
2023-08-10 11:00:00,2023-08-13 18:15:09,3.0,1508.0,13.0,59.0,393.0,0.0,419.0
2023-08-10 12:00:00,2023-08-13 18:15:09,3.0,1511.0,14.0,59.0,393.0,0.0,331.0
2023-08-10 13:00:00,2023-08-13 18:15:09,3.0,1498.0,16.0,60.0,394.0,3.0,483.0
2023-08-10 14:00:00,2023-08-13 18:15:09,3.0,1468.0,16.0,58.0,391.0,44.0,570.0
2023-08-10 15:00:00,2023-08-13 18:15:09,3.0,1192.0,25.0,58.0,389.0,73.0,456.0
2023-08-10 16:00:00,2023-08-13 18:15:09,3.0,1030.0,37.0,58.0,389.0,69.0,527.0
2023-08-10 17:00:00,2023-08-13 18:15:09,3.0,1024.0,43.0,57.0,387.0,54.0,643.0
2023-08-10 18:00:00,2023-08-13 18:15:09,3.0,1018.0,37.0,55.0,387.0,82.0,682.0
2023-08-10 19:00:00,2023-08-13 18:15:09,3.0,1019.0,41.0,53.0,389.0,90.0,671.0
2023-08-10 20:00:00,2023-08-13 18:15:09,3.0,1020.0,41.0,51.0,392.0,87.0,663.0
2023-08-10 21:00:00,2023-08-13 18:15:09,3.0,1235.0,72.0,50.0,390.0,85.0,699.0
2023-08-10 22:00:00,2023-08-13 18:15:09,3.0,1387.0,43.0,50.0,396.0,73.0,679.0
2023-08-10 23:00:00,2023-08-13 18:15:09,3.0,1397.0,45.0,50.0,395.0,69.0,607.0
