UTC time,creation_time (UTC),version,coal,nat_gas,oil,hydro,solar,wind
2023-08-07 00:00:00,2023-08-08 18:44:47,3.0,1542.0,112.0,59.0,370.0,57.0,259.0
2023-08-07 01:00:00,2023-08-08 18:44:47,3.0,1540.0,126.0,59.0,378.0,12.0,107.0
2023-08-07 02:00:00,2023-08-08 18:44:47,3.0,1537.0,85.0,60.0,374.0,4.0,48.0
2023-08-07 03:00:00,2023-08-08 18:44:47,3.0,1538.0,93.0,59.0,377.0,0.0,66.0
2023-08-07 04:00:00,2023-08-08 18:44:47,3.0,1547.0,79.0,59.0,378.0,0.0,42.0
2023-08-07 05:00:00,2023-08-08 18:44:47,3.0,1544.0,79.0,59.0,379.0,0.0,35.0
2023-08-07 06:00:00,2023-08-08 18:44:47,3.0,1546.0,84.0,61.0,382.0,0.0,2.0
2023-08-07 07:00:00,2023-08-08 18:44:47,3.0,1551.0,55.0,60.0,381.0,0.0,7.0
2023-08-07 08:00:00,2023-08-08 18:44:47,3.0,1538.0,37.0,60.0,383.0,0.0,3.0
2023-08-07 09:00:00,2023-08-08 18:44:47,3.0,1537.0,37.0,61.0,386.0,0.0,0.0
2023-08-07 10:00:00,2023-08-08 18:44:47,3.0,1538.0,38.0,60.0,384.0,0.0,8.0
2023-08-07 11:00:00,2023-08-08 18:44:47,3.0,1536.0,37.0,59.0,385.0,0.0,14.0
2023-08-07 12:00:00,2023-08-08 18:44:47,3.0,1536.0,37.0,61.0,385.0,0.0,9.0
2023-08-07 13:00:00,2023-08-08 18:44:47,3.0,1536.0,41.0,59.0,386.0,1.0,2.0
2023-08-07 14:00:00,2023-08-08 18:44:47,3.0,1542.0,42.0,58.0,389.0,6.0,0.0
2023-08-07 15:00:00,2023-08-08 18:44:47,3.0,1545.0,42.0,58.0,386.0,20.0,6.0
2023-08-07 16:00:00,2023-08-08 18:44:47,3.0,1544.0,39.0,57.0,390.0,37.0,3.0
2023-08-07 17:00:00,2023-08-08 18:44:47,3.0,1525.0,42.0,58.0,384.0,73.0,0.0
2023-08-07 18:00:00,2023-08-08 18:44:47,3.0,1523.0,41.0,57.0,387.0,77.0,21.0
2023-08-07 19:00:00,2023-08-08 18:44:47,3.0,1455.0,96.0,56.0,389.0,74.0,41.0
2023-08-07 20:00:00,2023-08-08 18:44:47,3.0,1448.0,52.0,57.0,385.0,60.0,49.0
2023-08-07 21:00:00,2023-08-08 18:44:47,3.0,1446.0,114.0,57.0,389.0,64.0,51.0
2023-08-07 22:00:00,2023-08-08 18:44:47,3.0,1399.0,128.0,57.0,388.0,74.0,54.0
2023-08-07 23:00:00,2023-08-08 18:44:47,3.0,1463.0,128.0,57.0,394.0,82.0,22.0
