,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
0,2023-08-17 00:00:00,2023-08-18 22:28:40,3.0,486.34,1517.0,113.0,52.0,378.0,42.0,398.0
1,2023-08-17 01:00:00,2023-08-18 22:28:40,3.0,501.24,1516.0,106.0,52.0,369.0,24.0,352.0
2,2023-08-17 02:00:00,2023-08-18 22:28:40,3.0,518.58,1517.0,87.0,52.0,362.0,10.0,298.0
3,2023-08-17 03:00:00,2023-08-18 22:28:40,3.0,524.04,1512.0,122.0,53.0,371.0,0.0,262.0
4,2023-08-17 04:00:00,2023-08-18 22:28:40,3.0,500.31,1457.0,81.0,54.0,371.0,0.0,354.0
5,2023-08-17 05:00:00,2023-08-18 22:28:40,3.0,531.04,1502.0,83.0,57.0,372.0,0.0,237.0
6,2023-08-17 06:00:00,2023-08-18 22:28:40,3.0,550.59,1499.0,79.0,58.0,374.0,0.0,155.0
7,2023-08-17 07:00:00,2023-08-18 22:28:40,3.0,558.8,1491.0,82.0,59.0,375.0,0.0,118.0
8,2023-08-17 08:00:00,2023-08-18 22:28:40,3.0,564.73,1489.0,77.0,58.0,374.0,0.0,98.0
9,2023-08-17 09:00:00,2023-08-18 22:28:40,3.0,566.92,1489.0,78.0,60.0,374.0,0.0,89.0
10,2023-08-17 10:00:00,2023-08-18 22:28:40,3.0,570.37,1492.0,79.0,60.0,369.0,0.0,82.0
11,2023-08-17 11:00:00,2023-08-18 22:28:40,3.0,560.93,1490.0,77.0,60.0,376.0,0.0,110.0
12,2023-08-17 12:00:00,2023-08-18 22:28:40,3.0,549.0,1498.0,77.0,60.0,370.0,0.0,165.0
13,2023-08-17 13:00:00,2023-08-18 22:28:40,3.0,536.03,1492.0,77.0,60.0,372.0,1.0,212.0
14,2023-08-17 14:00:00,2023-08-18 22:28:40,3.0,522.61,1503.0,78.0,58.0,375.0,24.0,248.0
15,2023-08-17 15:00:00,2023-08-18 22:28:40,3.0,509.35,1497.0,56.0,56.0,371.0,60.0,279.0
16,2023-08-17 16:00:00,2023-08-18 22:28:40,3.0,514.07,1496.0,39.0,56.0,373.0,82.0,238.0
17,2023-08-17 17:00:00,2023-08-18 22:28:40,3.0,508.31,1495.0,36.0,52.0,372.0,90.0,258.0
18,2023-08-17 18:00:00,2023-08-18 22:28:40,3.0,499.57,1492.0,64.0,49.0,372.0,91.0,289.0
19,2023-08-17 19:00:00,2023-08-18 22:28:40,3.0,501.06,1491.0,75.0,47.0,365.0,90.0,287.0
20,2023-08-17 20:00:00,2023-08-18 22:28:40,3.0,479.32,1493.0,77.0,44.0,368.0,90.0,392.0
21,2023-08-17 21:00:00,2023-08-18 22:28:40,3.0,480.88,1490.0,77.0,39.0,367.0,89.0,385.0
22,2023-08-17 22:00:00,2023-08-18 22:28:40,3.0,486.45,1487.0,77.0,35.0,369.0,83.0,360.0
23,2023-08-17 23:00:00,2023-08-18 22:28:40,3.0,492.28,1483.0,74.0,35.0,366.0,75.0,341.0
