UTC time,nat_gas,hydro
2023-04-15 00:00:00,35.0,98.0
2023-04-15 01:00:00,35.0,98.0
2023-04-15 02:00:00,72.0,97.0
2023-04-15 03:00:00,186.0,96.0
2023-04-15 04:00:00,190.0,97.0
2023-04-15 05:00:00,191.0,97.0
2023-04-15 06:00:00,191.0,97.0
2023-04-15 07:00:00,162.0,97.0
2023-04-15 08:00:00,137.0,97.0
2023-04-15 09:00:00,137.0,97.0
2023-04-15 10:00:00,137.0,97.0
2023-04-15 11:00:00,138.0,97.0
2023-04-15 12:00:00,147.0,97.0
2023-04-15 13:00:00,188.0,98.0
2023-04-15 14:00:00,174.0,97.0
2023-04-15 15:00:00,67.0,97.0
2023-04-15 16:00:00,41.0,98.0
2023-04-15 17:00:00,41.0,97.0
2023-04-15 18:00:00,42.0,97.0
2023-04-15 19:00:00,41.0,97.0
2023-04-15 20:00:00,41.0,97.0
2023-04-15 21:00:00,41.0,98.0
2023-04-15 22:00:00,41.0,97.0
2023-04-15 23:00:00,41.0,97.0
