UTC time,nat_gas,hydro
2023-01-02 00:00:00,200.0,1.0
2023-01-02 01:00:00,223.0,1.0
2023-01-02 02:00:00,242.0,13.0
2023-01-02 03:00:00,229.0,13.0
2023-01-02 04:00:00,238.0,13.0
2023-01-02 05:00:00,242.0,13.0
2023-01-02 06:00:00,237.0,1.0
2023-01-02 07:00:00,237.0,1.0
2023-01-02 08:00:00,222.0,1.0
2023-01-02 09:00:00,237.0,1.0
2023-01-02 10:00:00,236.0,1.0
2023-01-02 11:00:00,238.0,1.0
2023-01-02 12:00:00,238.0,1.0
2023-01-02 13:00:00,238.0,2.0
2023-01-02 14:00:00,264.0,13.0
2023-01-02 15:00:00,330.0,13.0
2023-01-02 16:00:00,347.0,13.0
2023-01-02 17:00:00,234.0,13.0
2023-01-02 18:00:00,236.0,1.0
2023-01-02 19:00:00,238.0,1.0
2023-01-02 20:00:00,238.0,1.0
2023-01-02 21:00:00,237.0,1.0
2023-01-02 22:00:00,238.0,1.0
2023-01-02 23:00:00,282.0,1.0
