,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
0,2023-09-01 00:00:00,2023-09-03 16:44:46,3.0,395.69,268.0,68.0
1,2023-09-01 01:00:00,2023-09-03 16:44:46,3.0,376.42,211.0,68.0
2,2023-09-01 02:00:00,2023-09-03 16:44:46,3.0,373.06,200.0,67.0
3,2023-09-01 03:00:00,2023-09-03 16:44:46,3.0,378.45,197.0,62.0
4,2023-09-01 04:00:00,2023-09-03 16:44:46,3.0,397.17,201.0,50.0
5,2023-09-01 05:00:00,2023-09-03 16:44:46,3.0,418.31,231.0,42.0
6,2023-09-01 06:00:00,2023-09-03 16:44:46,3.0,444.54,296.0,32.0
7,2023-09-01 07:00:00,2023-09-03 16:44:46,3.0,435.49,234.0,31.0
8,2023-09-01 08:00:00,2023-09-03 16:44:46,3.0,428.38,210.0,32.0
9,2023-09-01 09:00:00,2023-09-03 16:44:46,3.0,421.86,181.0,31.0
10,2023-09-01 10:00:00,2023-09-03 16:44:46,3.0,420.55,177.0,31.0
11,2023-09-01 11:00:00,2023-09-03 16:44:46,3.0,419.53,174.0,31.0
12,2023-09-01 12:00:00,2023-09-03 16:44:46,3.0,425.51,193.0,31.0
13,2023-09-01 13:00:00,2023-09-03 16:44:46,3.0,428.53,204.0,31.0
14,2023-09-01 14:00:00,2023-09-03 16:44:46,3.0,431.28,215.0,31.0
15,2023-09-01 15:00:00,2023-09-03 16:44:46,3.0,433.79,226.0,31.0
16,2023-09-01 16:00:00,2023-09-03 16:44:46,3.0,429.3,207.0,31.0
17,2023-09-01 17:00:00,2023-09-03 16:44:46,3.0,432.22,219.0,31.0
18,2023-09-01 18:00:00,2023-09-03 16:44:46,3.0,433.79,226.0,31.0
19,2023-09-01 19:00:00,2023-09-03 16:44:46,3.0,433.08,230.0,32.0
20,2023-09-01 20:00:00,2023-09-03 16:44:46,3.0,412.94,212.0,42.0
21,2023-09-01 21:00:00,2023-09-03 16:44:46,3.0,415.93,254.0,48.0
22,2023-09-01 22:00:00,2023-09-03 16:44:46,3.0,398.3,249.0,61.0
23,2023-09-01 23:00:00,2023-09-03 16:44:46,3.0,401.49,290.0,68.0
