UTC time,creation_time (UTC),version,nat_gas,hydro
2023-08-06 00:00:00,2023-08-07 21:51:59,3.0,200.0,100.0
2023-08-06 01:00:00,2023-08-07 21:51:59,3.0,227.0,100.0
2023-08-06 02:00:00,2023-08-07 21:51:59,3.0,254.0,100.0
2023-08-06 03:00:00,2023-08-07 21:51:59,3.0,336.0,100.0
2023-08-06 04:00:00,2023-08-07 21:51:59,3.0,291.0,100.0
2023-08-06 05:00:00,2023-08-07 21:51:59,3.0,311.0,100.0
2023-08-06 06:00:00,2023-08-07 21:51:59,3.0,297.0,100.0
2023-08-06 07:00:00,2023-08-07 21:51:59,3.0,252.0,100.0
2023-08-06 08:00:00,2023-08-07 21:51:59,3.0,214.0,95.0
2023-08-06 09:00:00,2023-08-07 21:51:59,3.0,207.0,85.0
2023-08-06 10:00:00,2023-08-07 21:51:59,3.0,207.0,84.0
2023-08-06 11:00:00,2023-08-07 21:51:59,3.0,196.0,83.0
2023-08-06 12:00:00,2023-08-07 21:51:59,3.0,202.0,84.0
2023-08-06 13:00:00,2023-08-07 21:51:59,3.0,210.0,84.0
2023-08-06 14:00:00,2023-08-07 21:51:59,3.0,194.0,84.0
2023-08-06 15:00:00,2023-08-07 21:51:59,3.0,168.0,84.0
2023-08-06 16:00:00,2023-08-07 21:51:59,3.0,228.0,84.0
2023-08-06 17:00:00,2023-08-07 21:51:59,3.0,197.0,84.0
2023-08-06 18:00:00,2023-08-07 21:51:59,3.0,209.0,84.0
2023-08-06 19:00:00,2023-08-07 21:51:59,3.0,191.0,84.0
2023-08-06 20:00:00,2023-08-07 21:51:59,3.0,184.0,84.0
2023-08-06 21:00:00,2023-08-07 21:51:59,3.0,194.0,85.0
2023-08-06 22:00:00,2023-08-07 21:51:59,3.0,225.0,99.0
2023-08-06 23:00:00,2023-08-07 21:51:59,3.0,227.0,100.0
