UTC time,nat_gas,hydro
2023-02-21 00:00:00,169.0,36.0
2023-02-21 01:00:00,236.0,36.0
2023-02-21 02:00:00,322.0,36.0
2023-02-21 03:00:00,394.0,36.0
2023-02-21 04:00:00,382.0,36.0
2023-02-21 05:00:00,366.0,36.0
2023-02-21 06:00:00,261.0,36.0
2023-02-21 07:00:00,228.0,36.0
2023-02-21 08:00:00,210.0,36.0
2023-02-21 09:00:00,192.0,36.0
2023-02-21 10:00:00,193.0,36.0
2023-02-21 11:00:00,184.0,36.0
2023-02-21 12:00:00,169.0,36.0
2023-02-21 13:00:00,182.0,35.0
2023-02-21 14:00:00,203.0,35.0
2023-02-21 15:00:00,223.0,35.0
2023-02-21 16:00:00,199.0,35.0
2023-02-21 17:00:00,169.0,35.0
2023-02-21 18:00:00,194.0,36.0
2023-02-21 19:00:00,168.0,36.0
2023-02-21 20:00:00,168.0,36.0
2023-02-21 21:00:00,169.0,36.0
2023-02-21 22:00:00,168.0,36.0
2023-02-21 23:00:00,168.0,36.0
