UTC time,creation_time (UTC),version,nat_gas,hydro
2023-08-07 00:00:00,2023-08-08 18:44:47,3.0,249.0,100.0
2023-08-07 01:00:00,2023-08-08 18:44:47,3.0,279.0,100.0
2023-08-07 02:00:00,2023-08-08 18:44:47,3.0,317.0,100.0
2023-08-07 03:00:00,2023-08-08 18:44:47,3.0,369.0,100.0
2023-08-07 04:00:00,2023-08-08 18:44:47,3.0,371.0,99.0
2023-08-07 05:00:00,2023-08-08 18:44:47,3.0,309.0,86.0
2023-08-07 06:00:00,2023-08-08 18:44:47,3.0,238.0,85.0
2023-08-07 07:00:00,2023-08-08 18:44:47,3.0,223.0,84.0
2023-08-07 08:00:00,2023-08-08 18:44:47,3.0,222.0,84.0
2023-08-07 09:00:00,2023-08-08 18:44:47,3.0,210.0,84.0
2023-08-07 10:00:00,2023-08-08 18:44:47,3.0,202.0,84.0
2023-08-07 11:00:00,2023-08-08 18:44:47,3.0,197.0,84.0
2023-08-07 12:00:00,2023-08-08 18:44:47,3.0,213.0,84.0
2023-08-07 13:00:00,2023-08-08 18:44:47,3.0,234.0,84.0
2023-08-07 14:00:00,2023-08-08 18:44:47,3.0,234.0,84.0
2023-08-07 15:00:00,2023-08-08 18:44:47,3.0,207.0,84.0
2023-08-07 16:00:00,2023-08-08 18:44:47,3.0,189.0,84.0
2023-08-07 17:00:00,2023-08-08 18:44:47,3.0,214.0,84.0
2023-08-07 18:00:00,2023-08-08 18:44:47,3.0,241.0,84.0
2023-08-07 19:00:00,2023-08-08 18:44:47,3.0,265.0,85.0
2023-08-07 20:00:00,2023-08-08 18:44:47,3.0,328.0,98.0
2023-08-07 21:00:00,2023-08-08 18:44:47,3.0,362.0,100.0
2023-08-07 22:00:00,2023-08-08 18:44:47,3.0,350.0,99.0
2023-08-07 23:00:00,2023-08-08 18:44:47,3.0,356.0,100.0
