UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_hydro_production_forecast
2023-07-12 00:00:00,2024-07-17 00:00:00,3.1,4.462492275947637,307.74943128317,272.75744760734415,924.4965402715504,0.0009987627236055,230.44958,88.46871
2023-07-12 01:00:00,2024-07-17 00:00:00,3.1,3.03379114475534,297.97165869517994,278.0598137480671,318.3039965575068,0.0,232.12531,87.57379
2023-07-12 02:00:00,2024-07-17 00:00:00,3.1,3.03379114475534,297.97165869517994,278.0598137480671,318.3039965575068,0.0,236.12087,84.29448
2023-07-12 03:00:00,2024-07-17 00:00:00,3.1,3.03379114475534,297.97165869517994,278.0598137480671,318.3039965575068,0.0,235.11236,83.3964
2023-07-12 04:00:00,2024-07-17 00:00:00,3.1,2.925406512287112,291.9986540373677,278.6263211902784,159.92391289982444,0.0,225.39263,85.61766
2023-07-12 05:00:00,2024-07-17 00:00:00,3.1,2.925406512287112,291.9986540373677,278.6263211902784,159.92391289982444,0.0,233.50546,84.26939
2023-07-12 06:00:00,2024-07-17 00:00:00,3.1,2.925406512287112,291.9986540373677,278.6263211902784,159.92391289982444,0.0,238.43049,84.62767
2023-07-12 07:00:00,2024-07-17 00:00:00,3.1,2.498789649201061,290.48087567990154,278.4068560303685,0.0,0.0,229.04471,82.97735
2023-07-12 08:00:00,2024-07-17 00:00:00,3.1,2.498789649201061,290.48087567990154,278.4068560303685,0.0,0.0,226.26738,82.67173
2023-07-12 09:00:00,2024-07-17 00:00:00,3.1,2.498789649201061,290.48087567990154,278.4068560303685,0.0,0.0,210.33274,80.75833
2023-07-12 10:00:00,2024-07-17 00:00:00,3.1,2.3981991384043098,289.35969918164744,277.97206860943663,0.0,0.0,206.02316,81.331
2023-07-12 11:00:00,2024-07-17 00:00:00,3.1,2.3981991384043098,289.35969918164744,277.97206860943663,0.0,0.0,207.77728,81.31142
