Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
37464,2023-04-11 00:00:00,2024-07-17 00:00:00,3.1,185.95,98.0,97.0
37465,2023-04-11 01:00:00,2024-07-17 00:00:00,3.1,243.66,189.0,98.0
37466,2023-04-11 02:00:00,2024-07-17 00:00:00,3.1,268.9,258.0,97.0
37467,2023-04-11 03:00:00,2024-07-17 00:00:00,3.1,263.5,240.0,97.0
37468,2023-04-11 04:00:00,2024-07-17 00:00:00,3.1,255.7,217.0,97.0
37469,2023-04-11 05:00:00,2024-07-17 00:00:00,3.1,249.16,200.0,97.0
37470,2023-04-11 06:00:00,2024-07-17 00:00:00,3.1,236.08,171.0,97.0
37471,2023-04-11 07:00:00,2024-07-17 00:00:00,3.1,209.06,126.0,97.0
37472,2023-04-11 08:00:00,2024-07-17 00:00:00,3.1,197.45,111.0,97.0
37473,2023-04-11 09:00:00,2024-07-17 00:00:00,3.1,197.45,111.0,97.0
37474,2023-04-11 10:00:00,2024-07-17 00:00:00,3.1,195.78,109.0,97.0
37475,2023-04-11 11:00:00,2024-07-17 00:00:00,3.1,194.93,108.0,97.0
37476,2023-04-11 12:00:00,2024-07-17 00:00:00,3.1,196.62,110.0,97.0
37477,2023-04-11 13:00:00,2024-07-17 00:00:00,3.1,189.65,102.0,97.0
37478,2023-04-11 14:00:00,2024-07-17 00:00:00,3.1,197.45,111.0,97.0
37479,2023-04-11 15:00:00,2024-07-17 00:00:00,3.1,179.1,91.0,97.0
37480,2023-04-11 16:00:00,2024-07-17 00:00:00,3.1,187.79,101.0,98.0
37481,2023-04-11 17:00:00,2024-07-17 00:00:00,3.1,199.1,113.0,97.0
37482,2023-04-11 18:00:00,2024-07-17 00:00:00,3.1,194.07,107.0,97.0
37483,2023-04-11 19:00:00,2024-07-17 00:00:00,3.1,184.04,96.0,97.0
37484,2023-04-11 20:00:00,2024-07-17 00:00:00,3.1,184.04,96.0,97.0
37485,2023-04-11 21:00:00,2024-07-17 00:00:00,3.1,172.93,86.0,98.0
37486,2023-04-11 22:00:00,2024-07-17 00:00:00,3.1,163.98,78.0,98.0
37487,2023-04-11 23:00:00,2024-07-17 00:00:00,3.1,163.98,78.0,98.0
