,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
0,2023-08-24 00:00:00,2023-08-25 21:23:44,3.0,293.26,321.0,84.0
1,2023-08-24 01:00:00,2023-08-25 21:23:44,3.0,288.21,296.0,84.0
2,2023-08-24 02:00:00,2023-08-25 21:23:44,3.0,285.71,322.0,95.0
3,2023-08-24 03:00:00,2023-08-25 21:23:44,3.0,278.59,320.0,105.0
4,2023-08-24 04:00:00,2023-08-25 21:23:44,3.0,273.78,313.0,110.0
5,2023-08-24 05:00:00,2023-08-25 21:23:44,3.0,265.64,280.0,110.0
6,2023-08-24 06:00:00,2023-08-25 21:23:44,3.0,271.6,276.0,100.0
7,2023-08-24 07:00:00,2023-08-25 21:23:44,3.0,275.13,261.0,90.0
8,2023-08-24 08:00:00,2023-08-25 21:23:44,3.0,263.61,223.0,90.0
9,2023-08-24 09:00:00,2023-08-25 21:23:44,3.0,256.45,201.0,89.0
10,2023-08-24 10:00:00,2023-08-25 21:23:44,3.0,266.4,198.0,77.0
11,2023-08-24 11:00:00,2023-08-25 21:23:44,3.0,275.44,201.0,69.0
12,2023-08-24 12:00:00,2023-08-25 21:23:44,3.0,290.33,215.0,59.0
13,2023-08-24 13:00:00,2023-08-25 21:23:44,3.0,294.17,225.0,58.0
14,2023-08-24 14:00:00,2023-08-25 21:23:44,3.0,296.25,233.0,58.0
15,2023-08-24 15:00:00,2023-08-25 21:23:44,3.0,293.9,224.0,58.0
16,2023-08-24 16:00:00,2023-08-25 21:23:44,3.0,289.02,207.0,58.0
17,2023-08-24 17:00:00,2023-08-25 21:23:44,3.0,289.02,207.0,58.0
18,2023-08-24 18:00:00,2023-08-25 21:23:44,3.0,287.31,205.0,59.0
19,2023-08-24 19:00:00,2023-08-25 21:23:44,3.0,282.03,218.0,68.0
20,2023-08-24 20:00:00,2023-08-25 21:23:44,3.0,276.88,223.0,75.0
21,2023-08-24 21:00:00,2023-08-25 21:23:44,3.0,268.45,230.0,87.0
22,2023-08-24 22:00:00,2023-08-25 21:23:44,3.0,257.84,223.0,97.0
23,2023-08-24 23:00:00,2023-08-25 21:23:44,3.0,257.16,237.0,104.0
