UTC time,nat_gas,hydro
2023-09-04 00:00:00,169.0,42.0
2023-09-04 01:00:00,178.0,42.0
2023-09-04 02:00:00,194.0,44.0
2023-09-04 03:00:00,180.0,49.0
2023-09-04 04:00:00,216.0,49.0
2023-09-04 05:00:00,221.0,49.0
2023-09-04 06:00:00,195.0,49.0
2023-09-04 07:00:00,192.0,49.0
2023-09-04 08:00:00,190.0,42.0
2023-09-04 09:00:00,182.0,41.0
2023-09-04 10:00:00,166.0,31.0
2023-09-04 11:00:00,184.0,31.0
2023-09-04 12:00:00,188.0,31.0
2023-09-04 13:00:00,188.0,31.0
2023-09-04 14:00:00,203.0,31.0
2023-09-04 15:00:00,187.0,31.0
2023-09-04 16:00:00,180.0,31.0
2023-09-04 17:00:00,164.0,31.0
2023-09-04 18:00:00,164.0,31.0
2023-09-04 19:00:00,165.0,31.0
2023-09-04 20:00:00,167.0,31.0
2023-09-04 21:00:00,181.0,32.0
2023-09-04 22:00:00,180.0,42.0
2023-09-04 23:00:00,183.0,48.0
