UTC time,creation_time (UTC),version,nat_gas,hydro
2023-08-25 00:00:00,2023-08-27 18:30:16,3.0,248.0,114.0
2023-08-25 01:00:00,2023-08-27 18:30:16,3.0,247.0,111.0
2023-08-25 02:00:00,2023-08-27 18:30:16,3.0,270.0,101.0
2023-08-25 03:00:00,2023-08-27 18:30:16,3.0,261.0,100.0
2023-08-25 04:00:00,2023-08-27 18:30:16,3.0,245.0,100.0
2023-08-25 05:00:00,2023-08-27 18:30:16,3.0,282.0,100.0
2023-08-25 06:00:00,2023-08-27 18:30:16,3.0,273.0,99.0
2023-08-25 07:00:00,2023-08-27 18:30:16,3.0,222.0,90.0
2023-08-25 08:00:00,2023-08-27 18:30:16,3.0,215.0,77.0
2023-08-25 09:00:00,2023-08-27 18:30:16,3.0,208.0,69.0
2023-08-25 10:00:00,2023-08-27 18:30:16,3.0,209.0,58.0
2023-08-25 11:00:00,2023-08-27 18:30:16,3.0,207.0,58.0
2023-08-25 12:00:00,2023-08-27 18:30:16,3.0,205.0,58.0
2023-08-25 13:00:00,2023-08-27 18:30:16,3.0,235.0,58.0
2023-08-25 14:00:00,2023-08-27 18:30:16,3.0,231.0,58.0
2023-08-25 15:00:00,2023-08-27 18:30:16,3.0,188.0,58.0
2023-08-25 16:00:00,2023-08-27 18:30:16,3.0,184.0,58.0
2023-08-25 17:00:00,2023-08-27 18:30:16,3.0,192.0,58.0
2023-08-25 18:00:00,2023-08-27 18:30:16,3.0,166.0,58.0
2023-08-25 19:00:00,2023-08-27 18:30:16,3.0,162.0,58.0
2023-08-25 20:00:00,2023-08-27 18:30:16,3.0,178.0,58.0
2023-08-25 21:00:00,2023-08-27 18:30:16,3.0,190.0,59.0
2023-08-25 22:00:00,2023-08-27 18:30:16,3.0,203.0,69.0
2023-08-25 23:00:00,2023-08-27 18:30:16,3.0,207.0,75.0
