UTC time,nat_gas,hydro
2023-05-17 00:00:00,184.0,99.0
2023-05-17 01:00:00,220.0,98.0
2023-05-17 02:00:00,225.0,99.0
2023-05-17 03:00:00,315.0,98.0
2023-05-17 04:00:00,317.0,98.0
2023-05-17 05:00:00,239.0,98.0
2023-05-17 06:00:00,186.0,98.0
2023-05-17 07:00:00,171.0,98.0
2023-05-17 08:00:00,166.0,98.0
2023-05-17 09:00:00,171.0,98.0
2023-05-17 10:00:00,167.0,98.0
2023-05-17 11:00:00,172.0,98.0
2023-05-17 12:00:00,194.0,99.0
2023-05-17 13:00:00,228.0,98.0
2023-05-17 14:00:00,204.0,98.0
2023-05-17 15:00:00,166.0,98.0
2023-05-17 16:00:00,165.0,98.0
2023-05-17 17:00:00,164.0,98.0
2023-05-17 18:00:00,164.0,99.0
2023-05-17 19:00:00,164.0,99.0
2023-05-17 20:00:00,165.0,99.0
2023-05-17 21:00:00,174.0,99.0
2023-05-17 22:00:00,169.0,99.0
2023-05-17 23:00:00,163.0,99.0
