datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_hydro_production_forecast
2023-08-30 00:00:00,2023-09-02 20:46:35,3.0,2.8940259834544184,295.6781636185541,275.26457232457204,195.000993191194,0.0,192.48497,49.81613
2023-08-30 01:00:00,2023-09-02 20:46:35,3.0,2.8940259834544184,295.6781636185541,275.26457232457204,195.000993191194,0.0,192.78217,48.11635
2023-08-30 02:00:00,2023-09-02 20:46:35,3.0,2.8940259834544184,295.6781636185541,275.26457232457204,195.000993191194,0.0,195.97719,46.36829
2023-08-30 03:00:00,2023-09-02 20:46:35,3.0,2.8940259834544184,295.6781636185541,275.26457232457204,195.000993191194,0.0,194.10981,44.72131
2023-08-30 04:00:00,2023-09-02 20:46:35,3.0,2.508474043513189,292.6816318156948,275.43910868282563,195.000993191194,0.0,191.13142,43.04142
2023-08-30 05:00:00,2023-09-02 20:46:35,3.0,2.508474043513189,292.6816318156948,275.43910868282563,195.000993191194,0.0,188.54457,41.26499
2023-08-30 06:00:00,2023-09-02 20:46:35,3.0,2.508474043513189,292.6816318156948,275.43910868282563,195.000993191194,0.0,192.15918,38.44427
2023-08-30 07:00:00,2023-09-02 20:46:35,3.0,2.2815321014225987,291.39261321970093,275.0079116583811,97.4998320882426,0.0,192.88685,36.72625
2023-08-30 08:00:00,2023-09-02 20:46:35,3.0,2.2815321014225987,291.39261321970093,275.0079116583811,97.4998320882426,0.0,192.24119,35.22509
2023-08-30 09:00:00,2023-09-02 20:46:35,3.0,2.2815321014225987,291.39261321970093,275.0079116583811,97.4998320882426,0.0,192.26321,33.7227
2023-08-30 10:00:00,2023-09-02 20:46:35,3.0,2.2152679921880987,290.4694427877155,274.37695531284874,0.0,0.0,187.5335,32.07008
2023-08-30 11:00:00,2023-09-02 20:46:35,3.0,2.2152679921880987,290.4694427877155,274.37695531284874,0.0,0.0,183.35715,31.26013
2023-08-30 12:00:00,2023-09-02 20:46:35,3.0,2.2152679921880987,290.4694427877155,274.37695531284874,0.0,0.0,182.79152,28.78597
2023-08-30 13:00:00,2023-09-02 20:46:35,3.0,1.784704255797391,294.5385088250201,274.7852034672426,0.0,0.0,175.55029,28.12731
2023-08-30 14:00:00,2023-09-02 20:46:35,3.0,1.784704255797391,294.5385088250201,274.7852034672426,0.0,0.0,165.00526,28.72237
2023-08-30 15:00:00,2023-09-02 20:46:35,3.0,1.784704255797391,294.5385088250201,274.7852034672426,0.0,0.0,163.67053,29.66382
2023-08-30 16:00:00,2023-09-02 20:46:35,3.0,2.869863291473572,303.50183565500106,273.60437782901573,51.52932295654826,0.0,161.331,30.69384
2023-08-30 17:00:00,2023-09-02 20:46:35,3.0,2.869863291473572,303.50183565500106,273.60437782901573,51.52932295654826,0.0,164.43998,32.36387
2023-08-30 18:00:00,2023-09-02 20:46:35,3.0,2.869863291473572,303.50183565500106,273.60437782901573,51.52932295654826,0.0,171.08702,34.42297
2023-08-30 19:00:00,2023-09-02 20:46:35,3.0,3.0385544478708395,308.27646899700113,271.99575895549697,305.4049929059528,0.0,174.14115,37.30371
2023-08-30 20:00:00,2023-09-02 20:46:35,3.0,3.0385544478708395,308.27646899700113,271.99575895549697,305.4049929059528,0.0,176.8673,39.43309
2023-08-30 21:00:00,2023-09-02 20:46:35,3.0,3.0385544478708395,308.27646899700113,271.99575895549697,305.4049929059528,0.0,185.48613,40.98768
2023-08-30 22:00:00,2023-09-02 20:46:35,3.0,2.731658665654487,308.5313332572041,270.6597576247865,917.54810519351,0.0,190.46411,42.52635
2023-08-30 23:00:00,2023-09-02 20:46:35,3.0,2.731658665654487,308.5313332572041,270.6597576247865,917.54810519351,0.0,194.25582,44.10963
2023-08-31 00:00:00,2023-09-02 20:46:35,3.0,2.731658665654487,308.5313332572041,270.6597576247865,917.54810519351,0.0,194.56931,50.883
2023-08-31 01:00:00,2023-09-02 20:46:35,3.0,2.216877432029153,298.16270973921235,272.8990972079585,832.0429878109591,0.0,194.842,49.56884
2023-08-31 02:00:00,2023-09-02 20:46:35,3.0,2.216877432029153,298.16270973921235,272.8990972079585,832.0429878109591,0.0,197.94127,48.61067
2023-08-31 03:00:00,2023-09-02 20:46:35,3.0,2.216877432029153,298.16270973921235,272.8990972079585,832.0429878109591,0.0,195.92458,47.57771
2023-08-31 04:00:00,2023-09-02 20:46:35,3.0,2.373032233380416,294.6189578267868,273.6537715030654,191.02764866864464,0.0,192.74723,46.70652
2023-08-31 05:00:00,2023-09-02 20:46:35,3.0,2.373032233380416,294.6189578267868,273.6537715030654,191.02764866864464,0.0,189.76351,45.58445
2023-08-31 06:00:00,2023-09-02 20:46:35,3.0,2.373032233380416,294.6189578267868,273.6537715030654,191.02764866864464,0.0,192.95167,43.30106
