,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
0,2023-08-16 00:00:00,2023-08-18 21:54:43,3.0,277.88,368.0,122.0
1,2023-08-16 01:00:00,2023-08-18 21:54:43,3.0,278.99,374.0,122.0
2,2023-08-16 02:00:00,2023-08-18 21:54:43,3.0,272.76,345.0,123.0
3,2023-08-16 03:00:00,2023-08-18 21:54:43,3.0,273.34,345.0,122.0
4,2023-08-16 04:00:00,2023-08-18 21:54:43,3.0,278.25,370.0,122.0
5,2023-08-16 05:00:00,2023-08-18 21:54:43,3.0,273.55,346.0,122.0
6,2023-08-16 06:00:00,2023-08-18 21:54:43,3.0,268.33,322.0,122.0
7,2023-08-16 07:00:00,2023-08-18 21:54:43,3.0,256.08,272.0,121.0
8,2023-08-16 08:00:00,2023-08-18 21:54:43,3.0,244.22,233.0,120.0
9,2023-08-16 09:00:00,2023-08-18 21:54:43,3.0,241.3,225.0,120.0
10,2023-08-16 10:00:00,2023-08-18 21:54:43,3.0,237.07,214.0,120.0
11,2023-08-16 11:00:00,2023-08-18 21:54:43,3.0,237.46,215.0,120.0
12,2023-08-16 12:00:00,2023-08-18 21:54:43,3.0,246.32,239.0,120.0
13,2023-08-16 13:00:00,2023-08-18 21:54:43,3.0,260.37,285.0,120.0
14,2023-08-16 14:00:00,2023-08-18 21:54:43,3.0,260.64,286.0,120.0
15,2023-08-16 15:00:00,2023-08-18 21:54:43,3.0,260.64,286.0,120.0
16,2023-08-16 16:00:00,2023-08-18 21:54:43,3.0,261.44,289.0,120.0
17,2023-08-16 17:00:00,2023-08-18 21:54:43,3.0,257.88,276.0,120.0
18,2023-08-16 18:00:00,2023-08-18 21:54:43,3.0,254.07,263.0,120.0
19,2023-08-16 19:00:00,2023-08-18 21:54:43,3.0,258.44,278.0,120.0
20,2023-08-16 20:00:00,2023-08-18 21:54:43,3.0,259.28,281.0,120.0
21,2023-08-16 21:00:00,2023-08-18 21:54:43,3.0,271.55,331.0,120.0
22,2023-08-16 22:00:00,2023-08-18 21:54:43,3.0,271.99,333.0,120.0
23,2023-08-16 23:00:00,2023-08-18 21:54:43,3.0,271.77,332.0,120.0
