UTC time,nat_gas,hydro
2023-10-03 00:00:00,210.0,49.0
2023-10-03 01:00:00,250.0,49.0
2023-10-03 02:00:00,285.0,49.0
2023-10-03 03:00:00,285.0,49.0
2023-10-03 04:00:00,278.0,49.0
2023-10-03 05:00:00,281.0,49.0
2023-10-03 06:00:00,260.0,49.0
2023-10-03 07:00:00,218.0,49.0
2023-10-03 08:00:00,237.0,49.0
2023-10-03 09:00:00,234.0,49.0
2023-10-03 10:00:00,237.0,49.0
2023-10-03 11:00:00,235.0,49.0
2023-10-03 12:00:00,234.0,49.0
2023-10-03 13:00:00,236.0,49.0
2023-10-03 14:00:00,234.0,49.0
2023-10-03 15:00:00,219.0,49.0
2023-10-03 16:00:00,186.0,49.0
2023-10-03 17:00:00,209.0,49.0
2023-10-03 18:00:00,196.0,49.0
2023-10-03 19:00:00,198.0,49.0
2023-10-03 20:00:00,200.0,49.0
2023-10-03 21:00:00,206.0,49.0
2023-10-03 22:00:00,184.0,49.0
2023-10-03 23:00:00,173.0,49.0
