UTC time,nat_gas,hydro
2023-06-08 00:00:00,164.0,99.0
2023-06-08 01:00:00,171.0,99.0
2023-06-08 02:00:00,207.0,98.0
2023-06-08 03:00:00,226.0,99.0
2023-06-08 04:00:00,239.0,99.0
2023-06-08 05:00:00,237.0,99.0
2023-06-08 06:00:00,233.0,99.0
2023-06-08 07:00:00,195.0,99.0
2023-06-08 08:00:00,208.0,99.0
2023-06-08 09:00:00,200.0,98.0
2023-06-08 10:00:00,199.0,99.0
2023-06-08 11:00:00,194.0,99.0
2023-06-08 12:00:00,205.0,99.0
2023-06-08 13:00:00,233.0,99.0
2023-06-08 14:00:00,218.0,99.0
2023-06-08 15:00:00,236.0,99.0
2023-06-08 16:00:00,236.0,99.0
2023-06-08 17:00:00,232.0,99.0
2023-06-08 18:00:00,196.0,98.0
2023-06-08 19:00:00,179.0,99.0
2023-06-08 20:00:00,193.0,99.0
2023-06-08 21:00:00,185.0,98.0
2023-06-08 22:00:00,179.0,98.0
2023-06-08 23:00:00,189.0,99.0
