,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
0,2023-08-10 00:00:00,2023-08-13 18:15:09,3.0,367.1,268.0,96.0
1,2023-08-10 01:00:00,2023-08-13 18:15:09,3.0,362.55,255.0,96.0
2,2023-08-10 02:00:00,2023-08-13 18:15:09,3.0,370.39,278.0,96.0
3,2023-08-10 03:00:00,2023-08-13 18:15:09,3.0,378.72,306.0,96.0
4,2023-08-10 04:00:00,2023-08-13 18:15:09,3.0,365.04,262.0,96.0
5,2023-08-10 05:00:00,2023-08-13 18:15:09,3.0,353.19,231.0,96.0
6,2023-08-10 06:00:00,2023-08-13 18:15:09,3.0,349.32,222.0,96.0
7,2023-08-10 07:00:00,2023-08-13 18:15:09,3.0,337.32,197.0,96.0
8,2023-08-10 08:00:00,2023-08-13 18:15:09,3.0,336.27,195.0,96.0
9,2023-08-10 09:00:00,2023-08-13 18:15:09,3.0,335.2,193.0,96.0
10,2023-08-10 10:00:00,2023-08-13 18:15:09,3.0,334.67,192.0,96.0
11,2023-08-10 11:00:00,2023-08-13 18:15:09,3.0,333.03,189.0,96.0
12,2023-08-10 12:00:00,2023-08-13 18:15:09,3.0,330.8,185.0,96.0
13,2023-08-10 13:00:00,2023-08-13 18:15:09,3.0,337.84,198.0,96.0
14,2023-08-10 14:00:00,2023-08-13 18:15:09,3.0,347.98,219.0,96.0
15,2023-08-10 15:00:00,2023-08-13 18:15:09,3.0,343.32,209.0,96.0
16,2023-08-10 16:00:00,2023-08-13 18:15:09,3.0,322.48,196.0,110.0
17,2023-08-10 17:00:00,2023-08-13 18:15:09,3.0,319.4,187.0,108.0
18,2023-08-10 18:00:00,2023-08-13 18:15:09,3.0,319.82,186.0,107.0
19,2023-08-10 19:00:00,2023-08-13 18:15:09,3.0,306.66,185.0,120.0
20,2023-08-10 20:00:00,2023-08-13 18:15:09,3.0,311.56,195.0,121.0
21,2023-08-10 21:00:00,2023-08-13 18:15:09,3.0,317.2,207.0,122.0
22,2023-08-10 22:00:00,2023-08-13 18:15:09,3.0,309.52,193.0,122.0
23,2023-08-10 23:00:00,2023-08-13 18:15:09,3.0,318.24,209.0,122.0
