UTC time,nat_gas,hydro
2023-10-22 00:00:00,199.0,37.0
2023-10-22 01:00:00,237.0,37.0
2023-10-22 02:00:00,235.0,37.0
2023-10-22 03:00:00,225.0,37.0
2023-10-22 04:00:00,234.0,37.0
2023-10-22 05:00:00,238.0,37.0
2023-10-22 06:00:00,213.0,37.0
2023-10-22 07:00:00,198.0,37.0
2023-10-22 08:00:00,200.0,37.0
2023-10-22 09:00:00,174.0,37.0
2023-10-22 10:00:00,168.0,37.0
2023-10-22 11:00:00,168.0,37.0
2023-10-22 12:00:00,169.0,37.0
2023-10-22 13:00:00,168.0,37.0
2023-10-22 14:00:00,167.0,37.0
2023-10-22 15:00:00,185.0,37.0
2023-10-22 16:00:00,181.0,37.0
2023-10-22 17:00:00,196.0,37.0
2023-10-22 18:00:00,205.0,37.0
2023-10-22 19:00:00,230.0,37.0
2023-10-22 20:00:00,239.0,37.0
2023-10-22 21:00:00,238.0,37.0
2023-10-22 22:00:00,231.0,37.0
2023-10-22 23:00:00,218.0,37.0
