UTC time,nat_gas,hydro
2023-02-01 00:00:00,178.0,77.0
2023-02-01 01:00:00,203.0,77.0
2023-02-01 02:00:00,238.0,77.0
2023-02-01 03:00:00,238.0,77.0
2023-02-01 04:00:00,238.0,77.0
2023-02-01 05:00:00,238.0,77.0
2023-02-01 06:00:00,233.0,77.0
2023-02-01 07:00:00,232.0,77.0
2023-02-01 08:00:00,209.0,78.0
2023-02-01 09:00:00,218.0,77.0
2023-02-01 10:00:00,240.0,77.0
2023-02-01 11:00:00,233.0,77.0
2023-02-01 12:00:00,231.0,77.0
2023-02-01 13:00:00,232.0,77.0
2023-02-01 14:00:00,240.0,77.0
2023-02-01 15:00:00,240.0,77.0
2023-02-01 16:00:00,206.0,77.0
2023-02-01 17:00:00,168.0,77.0
2023-02-01 18:00:00,204.0,77.0
2023-02-01 19:00:00,183.0,78.0
2023-02-01 20:00:00,178.0,77.0
2023-02-01 21:00:00,171.0,69.0
2023-02-01 22:00:00,188.0,68.0
2023-02-01 23:00:00,187.0,68.0
