UTC time,nat_gas,hydro
2023-12-24 00:00:00,188.0,13.0
2023-12-24 01:00:00,211.0,13.0
2023-12-24 02:00:00,222.0,13.0
2023-12-24 03:00:00,222.0,13.0
2023-12-24 04:00:00,237.0,13.0
2023-12-24 05:00:00,234.0,13.0
2023-12-24 06:00:00,237.0,13.0
2023-12-24 07:00:00,230.0,13.0
2023-12-24 08:00:00,220.0,13.0
2023-12-24 09:00:00,221.0,13.0
2023-12-24 10:00:00,219.0,13.0
2023-12-24 11:00:00,208.0,13.0
2023-12-24 12:00:00,208.0,3.0
2023-12-24 13:00:00,208.0,3.0
2023-12-24 14:00:00,218.0,3.0
2023-12-24 15:00:00,226.0,13.0
2023-12-24 16:00:00,209.0,13.0
2023-12-24 17:00:00,209.0,13.0
2023-12-24 18:00:00,222.0,13.0
2023-12-24 19:00:00,227.0,13.0
2023-12-24 20:00:00,226.0,13.0
2023-12-24 21:00:00,234.0,13.0
2023-12-24 22:00:00,223.0,13.0
2023-12-24 23:00:00,230.0,13.0
