,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
0,2023-09-08 00:00:00,2023-09-09 16:53:36,3.0,402.34,246.0,57.0
1,2023-09-08 01:00:00,2023-09-09 16:53:36,3.0,402.62,260.0,60.0
2,2023-09-08 02:00:00,2023-09-09 16:53:36,3.0,404.23,266.0,60.0
3,2023-09-08 03:00:00,2023-09-09 16:53:36,3.0,404.5,267.0,60.0
4,2023-09-08 04:00:00,2023-09-09 16:53:36,3.0,407.03,277.0,60.0
5,2023-09-08 05:00:00,2023-09-09 16:53:36,3.0,408.72,284.0,60.0
6,2023-09-08 06:00:00,2023-09-09 16:53:36,3.0,398.09,232.0,57.0
7,2023-09-08 07:00:00,2023-09-09 16:53:36,3.0,403.38,219.0,50.0
8,2023-09-08 08:00:00,2023-09-09 16:53:36,3.0,387.38,216.0,61.0
9,2023-09-08 09:00:00,2023-09-09 16:53:36,3.0,380.56,202.0,62.0
10,2023-09-08 10:00:00,2023-09-09 16:53:36,3.0,384.33,208.0,61.0
11,2023-09-08 11:00:00,2023-09-09 16:53:36,3.0,398.24,208.0,51.0
12,2023-09-08 12:00:00,2023-09-09 16:53:36,3.0,389.2,221.0,61.0
13,2023-09-08 13:00:00,2023-09-09 16:53:36,3.0,391.39,231.0,62.0
14,2023-09-08 14:00:00,2023-09-09 16:53:36,3.0,400.63,236.0,56.0
15,2023-09-08 15:00:00,2023-09-09 16:53:36,3.0,384.09,238.0,70.0
16,2023-09-08 16:00:00,2023-09-09 16:53:36,3.0,372.37,231.0,78.0
17,2023-09-08 17:00:00,2023-09-09 16:53:36,3.0,373.5,234.0,78.0
18,2023-09-08 18:00:00,2023-09-09 16:53:36,3.0,373.5,234.0,78.0
19,2023-09-08 19:00:00,2023-09-09 16:53:36,3.0,371.22,228.0,78.0
20,2023-09-08 20:00:00,2023-09-09 16:53:36,3.0,370.08,228.0,79.0
21,2023-09-08 21:00:00,2023-09-09 16:53:36,3.0,384.69,274.0,80.0
22,2023-09-08 22:00:00,2023-09-09 16:53:36,3.0,397.95,325.0,80.0
23,2023-09-08 23:00:00,2023-09-09 16:53:36,3.0,397.95,325.0,80.0
