Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
41688,2023-10-04 00:00:00,2024-07-17 00:00:00,3.1,392.0,184.0,49.0
41689,2023-10-04 01:00:00,2024-07-17 00:00:00,3.1,415.86,259.0,49.0
41690,2023-10-04 02:00:00,2024-07-17 00:00:00,3.1,428.45,322.0,49.0
41691,2023-10-04 03:00:00,2024-07-17 00:00:00,3.1,428.29,321.0,49.0
41692,2023-10-04 04:00:00,2024-07-17 00:00:00,3.1,426.04,308.0,49.0
41693,2023-10-04 05:00:00,2024-07-17 00:00:00,3.1,421.02,282.0,49.0
41694,2023-10-04 06:00:00,2024-07-17 00:00:00,3.1,411.53,242.0,49.0
41695,2023-10-04 07:00:00,2024-07-17 00:00:00,3.1,396.42,195.0,49.0
41696,2023-10-04 08:00:00,2024-07-17 00:00:00,3.1,392.42,185.0,49.0
41697,2023-10-04 09:00:00,2024-07-17 00:00:00,3.1,393.25,187.0,49.0
41698,2023-10-04 10:00:00,2024-07-17 00:00:00,3.1,395.25,192.0,49.0
41699,2023-10-04 11:00:00,2024-07-17 00:00:00,3.1,395.64,193.0,49.0
41700,2023-10-04 12:00:00,2024-07-17 00:00:00,3.1,395.25,192.0,49.0
41701,2023-10-04 13:00:00,2024-07-17 00:00:00,3.1,401.15,208.0,49.0
41702,2023-10-04 14:00:00,2024-07-17 00:00:00,3.1,402.85,213.0,49.0
41703,2023-10-04 15:00:00,2024-07-17 00:00:00,3.1,398.3,200.0,49.0
41704,2023-10-04 16:00:00,2024-07-17 00:00:00,3.1,387.52,188.0,53.0
41705,2023-10-04 17:00:00,2024-07-17 00:00:00,3.1,378.75,169.0,53.0
41706,2023-10-04 18:00:00,2024-07-17 00:00:00,3.1,376.18,164.0,53.0
41707,2023-10-04 19:00:00,2024-07-17 00:00:00,3.1,377.22,166.0,53.0
41708,2023-10-04 20:00:00,2024-07-17 00:00:00,3.1,382.98,161.0,48.0
41709,2023-10-04 21:00:00,2024-07-17 00:00:00,3.1,390.47,162.0,44.0
41710,2023-10-04 22:00:00,2024-07-17 00:00:00,3.1,391.42,164.0,44.0
41711,2023-10-04 23:00:00,2024-07-17 00:00:00,3.1,406.93,189.0,41.0
