datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_hydro_production_forecast
2023-08-04 00:00:00,2023-08-13 18:54:59,3.0,3.289139977677452,292.8404333048268,282.1152418708558,272.5217596289307,0.0,204.95768,104.01339
2023-08-04 01:00:00,2023-08-13 18:54:59,3.0,3.289139977677452,292.8404333048268,282.1152418708558,272.5217596289307,0.0,204.96799,101.62146
2023-08-04 02:00:00,2023-08-13 18:54:59,3.0,3.289139977677452,292.8404333048268,282.1152418708558,272.5217596289307,0.0,207.90305,100.87272
2023-08-04 03:00:00,2023-08-13 18:54:59,3.0,3.289139977677452,292.8404333048268,282.1152418708558,272.5217596289307,0.0,205.41145,100.15084
2023-08-04 04:00:00,2023-08-13 18:54:59,3.0,2.915797067301298,288.2824873309178,282.4182770686586,272.5217596289307,0.0,201.66598,100.3206
2023-08-04 05:00:00,2023-08-13 18:54:59,3.0,2.915797067301298,288.2824873309178,282.4182770686586,272.5217596289307,0.0,197.59024,99.306
2023-08-04 06:00:00,2023-08-13 18:54:59,3.0,2.915797067301298,288.2824873309178,282.4182770686586,272.5217596289307,0.0,199.52782,96.18511
2023-08-04 07:00:00,2023-08-13 18:54:59,3.0,2.595833553512703,286.9790845502197,281.93813218304973,136.3001432243965,0.0,199.03936,95.02756
2023-08-04 08:00:00,2023-08-13 18:54:59,3.0,2.595833553512703,286.9790845502197,281.93813218304973,136.3001432243965,0.0,197.51304,93.9163
2023-08-04 09:00:00,2023-08-13 18:54:59,3.0,2.595833553512703,286.9790845502197,281.93813218304973,136.3001432243965,0.0,196.33808,91.62474
2023-08-04 10:00:00,2023-08-13 18:54:59,3.0,2.2430403495813955,286.19102367466144,281.4304694387703,0.0,0.0,190.24107,88.88965
2023-08-04 11:00:00,2023-08-13 18:54:59,3.0,2.2430403495813955,286.19102367466144,281.4304694387703,0.0,0.0,184.77281,87.88757
2023-08-04 12:00:00,2023-08-13 18:54:59,3.0,2.2430403495813955,286.19102367466144,281.4304694387703,0.0,0.0,183.81829,82.49458
2023-08-04 13:00:00,2023-08-13 18:54:59,3.0,1.6784892733420604,291.06155319118284,281.6860143837626,0.0,0.0,176.16502,79.9793
2023-08-04 14:00:00,2023-08-13 18:54:59,3.0,1.6784892733420604,291.06155319118284,281.6860143837626,0.0,0.0,165.28566,79.45908
2023-08-04 15:00:00,2023-08-13 18:54:59,3.0,1.6784892733420604,291.06155319118284,281.6860143837626,0.0,0.0,164.25136,79.77589
2023-08-04 16:00:00,2023-08-13 18:54:59,3.0,2.9489536935344725,299.4897860996027,280.8411330125467,76.57872432477643,0.0,162.10081,79.24573
2023-08-04 17:00:00,2023-08-13 18:54:59,3.0,2.9489536935344725,299.4897860996027,280.8411330125467,76.57872432477643,0.0,166.0509,80.03527
2023-08-04 18:00:00,2023-08-13 18:54:59,3.0,2.9489536935344725,299.4897860996027,280.8411330125467,76.57872432477643,0.0,173.84733,80.57809
2023-08-04 19:00:00,2023-08-13 18:54:59,3.0,3.85395139291221,304.8557481550788,278.7060001017608,339.940687637189,0.0,178.20089,83.90149
2023-08-04 20:00:00,2023-08-13 18:54:59,3.0,3.85395139291221,304.8557481550788,278.7060001017608,339.940687637189,0.0,182.03258,85.9429
2023-08-04 21:00:00,2023-08-13 18:54:59,3.0,3.85395139291221,304.8557481550788,278.7060001017608,339.940687637189,0.0,192.15263,87.57526
2023-08-04 22:00:00,2023-08-13 18:54:59,3.0,4.473420540300687,305.3961488190589,277.6605743901538,957.7242109631094,0.0009987627236055,198.26965,89.25138
2023-08-04 23:00:00,2023-08-13 18:54:59,3.0,4.473420540300687,305.3961488190589,277.6605743901538,957.7242109631094,0.0009987627236055,203.13637,92.54302
2023-08-05 00:00:00,2023-08-13 18:54:59,3.0,4.473420540300687,305.3961488190589,277.6605743901538,957.7242109631094,0.0009987627236055,208.17912,100.31639
2023-08-05 01:00:00,2023-08-13 18:54:59,3.0,3.45298885423612,296.6607683917325,279.8295194783094,884.1496244207245,0.0009987627236055,208.06441,98.50673
2023-08-05 02:00:00,2023-08-13 18:54:59,3.0,3.45298885423612,296.6607683917325,279.8295194783094,884.1496244207245,0.0009987627236055,211.04601,98.41583
2023-08-05 03:00:00,2023-08-13 18:54:59,3.0,3.45298885423612,296.6607683917325,279.8295194783094,884.1496244207245,0.0009987627236055,208.49091,98.13028
2023-08-05 04:00:00,2023-08-13 18:54:59,3.0,2.993013572558567,290.9821964045199,280.2200470360738,271.9764817147216,0.0009987627236055,204.70109,98.66178
2023-08-05 05:00:00,2023-08-13 18:54:59,3.0,2.993013572558567,290.9821964045199,280.2200470360738,271.9764817147216,0.0009987627236055,200.56242,97.95964
2023-08-05 06:00:00,2023-08-13 18:54:59,3.0,2.993013572558567,290.9821964045199,280.2200470360738,271.9764817147216,0.0009987627236055,202.38451,95.00137
2023-08-05 07:00:00,2023-08-13 18:54:59,3.0,2.62602515397759,289.3296444518072,279.18668023471304,136.01674320854318,0.0009987627236055,201.74641,93.80824
2023-08-05 08:00:00,2023-08-13 18:54:59,3.0,2.62602515397759,289.3296444518072,279.18668023471304,136.01674320854318,0.0009987627236055,200.21964,92.51599
2023-08-05 09:00:00,2023-08-13 18:54:59,3.0,2.62602515397759,289.3296444518072,279.18668023471304,136.01674320854318,0.0009987627236055,199.05277,89.94539
2023-08-05 10:00:00,2023-08-13 18:54:59,3.0,2.622509215235628,287.9969170782096,278.3145857795051,0.0,0.0009987627236055,192.86311,86.81361
2023-08-05 11:00:00,2023-08-13 18:54:59,3.0,2.622509215235628,287.9969170782096,278.3145857795051,0.0,0.0009987627236055,187.26375,85.35932
2023-08-05 12:00:00,2023-08-13 18:54:59,3.0,2.622509215235628,287.9969170782096,278.3145857795051,0.0,0.0009987627236055,186.27158,79.50074
2023-08-05 13:00:00,2023-08-13 18:54:59,3.0,1.9807030542722337,293.2886494703612,278.78545249111744,0.0,0.0009987627236055,178.46315,76.33711
