UTC time,nat_gas,hydro
2023-06-23 00:00:00,274.0,99.0
2023-06-23 01:00:00,224.0,99.0
2023-06-23 02:00:00,204.0,99.0
2023-06-23 03:00:00,266.0,99.0
2023-06-23 04:00:00,335.0,99.0
2023-06-23 05:00:00,265.0,99.0
2023-06-23 06:00:00,199.0,98.0
2023-06-23 07:00:00,200.0,98.0
2023-06-23 08:00:00,199.0,99.0
2023-06-23 09:00:00,192.0,99.0
2023-06-23 10:00:00,195.0,99.0
2023-06-23 11:00:00,182.0,99.0
2023-06-23 12:00:00,208.0,99.0
2023-06-23 13:00:00,226.0,99.0
2023-06-23 14:00:00,241.0,99.0
2023-06-23 15:00:00,221.0,99.0
2023-06-23 16:00:00,251.0,99.0
2023-06-23 17:00:00,281.0,99.0
2023-06-23 18:00:00,279.0,99.0
2023-06-23 19:00:00,270.0,99.0
2023-06-23 20:00:00,197.0,99.0
2023-06-23 21:00:00,178.0,99.0
2023-06-23 22:00:00,163.0,99.0
2023-06-23 23:00:00,164.0,99.0
