Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
37272,2023-04-03 00:00:00,2024-07-17 00:00:00,3.1,316.81,164.0,97.0
37273,2023-04-03 01:00:00,2024-07-17 00:00:00,3.1,316.81,164.0,97.0
37274,2023-04-03 02:00:00,2024-07-17 00:00:00,3.1,336.77,198.0,97.0
37275,2023-04-03 03:00:00,2024-07-17 00:00:00,3.1,355.07,238.0,97.0
37276,2023-04-03 04:00:00,2024-07-17 00:00:00,3.1,353.02,233.0,97.0
37277,2023-04-03 05:00:00,2024-07-17 00:00:00,3.1,352.19,231.0,97.0
37278,2023-04-03 06:00:00,2024-07-17 00:00:00,3.1,345.12,215.0,97.0
37279,2023-04-03 07:00:00,2024-07-17 00:00:00,3.1,324.42,176.0,97.0
37280,2023-04-03 08:00:00,2024-07-17 00:00:00,3.1,334.67,192.0,96.0
37281,2023-04-03 09:00:00,2024-07-17 00:00:00,3.1,335.2,195.0,97.0
37282,2023-04-03 10:00:00,2024-07-17 00:00:00,3.1,335.2,195.0,97.0
37283,2023-04-03 11:00:00,2024-07-17 00:00:00,3.1,333.05,191.0,97.0
37284,2023-04-03 12:00:00,2024-07-17 00:00:00,3.1,340.32,205.0,97.0
37285,2023-04-03 13:00:00,2024-07-17 00:00:00,3.1,348.3,222.0,97.0
37286,2023-04-03 14:00:00,2024-07-17 00:00:00,3.1,361.95,256.0,97.0
37287,2023-04-03 15:00:00,2024-07-17 00:00:00,3.1,376.71,302.0,97.0
37288,2023-04-03 16:00:00,2024-07-17 00:00:00,3.1,355.07,238.0,97.0
37289,2023-04-03 17:00:00,2024-07-17 00:00:00,3.1,355.25,236.0,96.0
37290,2023-04-03 18:00:00,2024-07-17 00:00:00,3.1,340.88,204.0,96.0
37291,2023-04-03 19:00:00,2024-07-17 00:00:00,3.1,341.38,205.0,96.0
37292,2023-04-03 20:00:00,2024-07-17 00:00:00,3.1,328.5,181.0,96.0
37293,2023-04-03 21:00:00,2024-07-17 00:00:00,3.1,320.55,168.0,96.0
37294,2023-04-03 22:00:00,2024-07-17 00:00:00,3.1,320.55,168.0,96.0
37295,2023-04-03 23:00:00,2024-07-17 00:00:00,3.1,320.55,168.0,96.0
