Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
38040,2023-05-05 00:00:00,2024-07-17 00:00:00,3.1,231.11,76.0,95.0
38041,2023-05-05 01:00:00,2024-07-17 00:00:00,3.1,228.39,75.0,96.0
38042,2023-05-05 02:00:00,2024-07-17 00:00:00,3.1,229.91,76.0,96.0
38043,2023-05-05 03:00:00,2024-07-17 00:00:00,3.1,229.59,75.0,95.0
38044,2023-05-05 04:00:00,2024-07-17 00:00:00,3.1,229.91,76.0,96.0
38045,2023-05-05 05:00:00,2024-07-17 00:00:00,3.1,234.1,78.0,95.0
38046,2023-05-05 06:00:00,2024-07-17 00:00:00,3.1,241.29,83.0,95.0
38047,2023-05-05 07:00:00,2024-07-17 00:00:00,3.1,234.1,78.0,95.0
38048,2023-05-05 08:00:00,2024-07-17 00:00:00,3.1,229.91,76.0,96.0
38049,2023-05-05 09:00:00,2024-07-17 00:00:00,3.1,231.11,76.0,95.0
38050,2023-05-05 10:00:00,2024-07-17 00:00:00,3.1,228.39,75.0,96.0
38051,2023-05-05 11:00:00,2024-07-17 00:00:00,3.1,229.91,76.0,96.0
38052,2023-05-05 12:00:00,2024-07-17 00:00:00,3.1,231.11,76.0,95.0
38053,2023-05-05 13:00:00,2024-07-17 00:00:00,3.1,231.11,76.0,95.0
38054,2023-05-05 14:00:00,2024-07-17 00:00:00,3.1,231.41,77.0,96.0
38055,2023-05-05 15:00:00,2024-07-17 00:00:00,3.1,235.57,79.0,95.0
38056,2023-05-05 16:00:00,2024-07-17 00:00:00,3.1,234.37,79.0,96.0
38057,2023-05-05 17:00:00,2024-07-17 00:00:00,3.1,235.57,79.0,95.0
38058,2023-05-05 18:00:00,2024-07-17 00:00:00,3.1,235.57,79.0,95.0
38059,2023-05-05 19:00:00,2024-07-17 00:00:00,3.1,232.9,78.0,96.0
38060,2023-05-05 20:00:00,2024-07-17 00:00:00,3.1,231.41,77.0,96.0
38061,2023-05-05 21:00:00,2024-07-17 00:00:00,3.1,231.41,77.0,96.0
38062,2023-05-05 22:00:00,2024-07-17 00:00:00,3.1,231.41,77.0,96.0
38063,2023-05-05 23:00:00,2024-07-17 00:00:00,3.1,229.04,77.0,98.0
