UTC time,nat_gas,hydro
2023-03-29 00:00:00,244.0,96.0
2023-03-29 01:00:00,298.0,96.0
2023-03-29 02:00:00,335.0,96.0
2023-03-29 03:00:00,375.0,96.0
2023-03-29 04:00:00,352.0,96.0
2023-03-29 05:00:00,342.0,96.0
2023-03-29 06:00:00,300.0,96.0
2023-03-29 07:00:00,236.0,96.0
2023-03-29 08:00:00,237.0,95.0
2023-03-29 09:00:00,237.0,96.0
2023-03-29 10:00:00,237.0,95.0
2023-03-29 11:00:00,236.0,96.0
2023-03-29 12:00:00,233.0,96.0
2023-03-29 13:00:00,270.0,96.0
2023-03-29 14:00:00,356.0,95.0
2023-03-29 15:00:00,305.0,95.0
2023-03-29 16:00:00,234.0,95.0
2023-03-29 17:00:00,256.0,95.0
2023-03-29 18:00:00,269.0,96.0
2023-03-29 19:00:00,319.0,95.0
2023-03-29 20:00:00,206.0,95.0
2023-03-29 21:00:00,222.0,96.0
2023-03-29 22:00:00,266.0,95.0
2023-03-29 23:00:00,336.0,96.0
