UTC time,creation_time (UTC),version,nat_gas,hydro
2023-08-30 00:00:00,2023-09-02 22:35:24,3.0,196.0,46.0
2023-08-30 01:00:00,2023-09-02 22:35:24,3.0,196.0,46.0
2023-08-30 02:00:00,2023-09-02 22:35:24,3.0,198.0,46.0
2023-08-30 03:00:00,2023-09-02 22:35:24,3.0,198.0,46.0
2023-08-30 04:00:00,2023-09-02 22:35:24,3.0,182.0,46.0
2023-08-30 05:00:00,2023-09-02 22:35:24,3.0,198.0,41.0
2023-08-30 06:00:00,2023-09-02 22:35:24,3.0,192.0,31.0
2023-08-30 07:00:00,2023-09-02 22:35:24,3.0,172.0,30.0
2023-08-30 08:00:00,2023-09-02 22:35:24,3.0,174.0,30.0
2023-08-30 09:00:00,2023-09-02 22:35:24,3.0,182.0,30.0
2023-08-30 10:00:00,2023-09-02 22:35:24,3.0,179.0,30.0
2023-08-30 11:00:00,2023-09-02 22:35:24,3.0,172.0,30.0
2023-08-30 12:00:00,2023-09-02 22:35:24,3.0,183.0,30.0
2023-08-30 13:00:00,2023-09-02 22:35:24,3.0,183.0,30.0
2023-08-30 14:00:00,2023-09-02 22:35:24,3.0,199.0,29.0
2023-08-30 15:00:00,2023-09-02 22:35:24,3.0,192.0,30.0
2023-08-30 16:00:00,2023-09-02 22:35:24,3.0,169.0,30.0
2023-08-30 17:00:00,2023-09-02 22:35:24,3.0,167.0,30.0
2023-08-30 18:00:00,2023-09-02 22:35:24,3.0,166.0,30.0
2023-08-30 19:00:00,2023-09-02 22:35:24,3.0,162.0,31.0
2023-08-30 20:00:00,2023-09-02 22:35:24,3.0,176.0,31.0
2023-08-30 21:00:00,2023-09-02 22:35:24,3.0,177.0,36.0
2023-08-30 22:00:00,2023-09-02 22:35:24,3.0,180.0,45.0
2023-08-30 23:00:00,2023-09-02 22:35:24,3.0,189.0,37.0
