,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
0,2023-08-28 00:00:00,2023-08-30 02:35:36,3.0,252.27,210.0,98.0
1,2023-08-28 01:00:00,2023-08-30 02:35:36,3.0,255.89,222.0,99.0
2,2023-08-28 02:00:00,2023-08-30 02:35:36,3.0,274.86,286.0,99.0
3,2023-08-28 03:00:00,2023-08-30 02:35:36,3.0,281.13,310.0,98.0
4,2023-08-28 04:00:00,2023-08-30 02:35:36,3.0,282.42,287.0,89.0
5,2023-08-28 05:00:00,2023-08-30 02:35:36,3.0,283.0,283.0,87.0
6,2023-08-28 06:00:00,2023-08-30 02:35:36,3.0,280.45,238.0,76.0
7,2023-08-28 07:00:00,2023-08-30 02:35:36,3.0,280.86,230.0,73.0
8,2023-08-28 08:00:00,2023-08-30 02:35:36,3.0,286.28,212.0,62.0
9,2023-08-28 09:00:00,2023-08-30 02:35:36,3.0,282.11,199.0,62.0
10,2023-08-28 10:00:00,2023-08-30 02:35:36,3.0,280.04,193.0,62.0
11,2023-08-28 11:00:00,2023-08-30 02:35:36,3.0,281.49,194.0,61.0
12,2023-08-28 12:00:00,2023-08-30 02:35:36,3.0,297.73,206.0,50.0
13,2023-08-28 13:00:00,2023-08-30 02:35:36,3.0,312.23,227.0,42.0
14,2023-08-28 14:00:00,2023-08-30 02:35:36,3.0,327.2,237.0,31.0
15,2023-08-28 15:00:00,2023-08-30 02:35:36,3.0,321.48,212.0,32.0
16,2023-08-28 16:00:00,2023-08-30 02:35:36,3.0,315.64,180.0,31.0
17,2023-08-28 17:00:00,2023-08-30 02:35:36,3.0,314.05,174.0,31.0
18,2023-08-28 18:00:00,2023-08-30 02:35:36,3.0,320.77,202.0,31.0
19,2023-08-28 19:00:00,2023-08-30 02:35:36,3.0,323.18,214.0,31.0
20,2023-08-28 20:00:00,2023-08-30 02:35:36,3.0,324.66,222.0,31.0
21,2023-08-28 21:00:00,2023-08-30 02:35:36,3.0,320.19,225.0,35.0
22,2023-08-28 22:00:00,2023-08-30 02:35:36,3.0,325.84,273.0,37.0
23,2023-08-28 23:00:00,2023-08-30 02:35:36,3.0,316.14,270.0,46.0
