Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
35664,2023-01-26 00:00:00,2024-07-17 00:00:00,3.1,250.51,174.0,83.0
35665,2023-01-26 01:00:00,2024-07-17 00:00:00,3.1,243.96,180.0,93.0
35666,2023-01-26 02:00:00,2024-07-17 00:00:00,3.1,242.13,178.0,94.0
35667,2023-01-26 03:00:00,2024-07-17 00:00:00,3.1,240.22,174.0,94.0
35668,2023-01-26 04:00:00,2024-07-17 00:00:00,3.1,241.19,176.0,94.0
35669,2023-01-26 05:00:00,2024-07-17 00:00:00,3.1,243.99,182.0,94.0
35670,2023-01-26 06:00:00,2024-07-17 00:00:00,3.1,242.13,178.0,94.0
35671,2023-01-26 07:00:00,2024-07-17 00:00:00,3.1,239.25,172.0,94.0
35672,2023-01-26 08:00:00,2024-07-17 00:00:00,3.1,238.26,170.0,94.0
35673,2023-01-26 09:00:00,2024-07-17 00:00:00,3.1,263.74,206.0,83.0
35674,2023-01-26 10:00:00,2024-07-17 00:00:00,3.1,265.02,207.0,82.0
35675,2023-01-26 11:00:00,2024-07-17 00:00:00,3.1,265.02,207.0,82.0
35676,2023-01-26 12:00:00,2024-07-17 00:00:00,3.1,265.38,208.0,82.0
35677,2023-01-26 13:00:00,2024-07-17 00:00:00,3.1,266.8,212.0,82.0
35678,2023-01-26 14:00:00,2024-07-17 00:00:00,3.1,268.65,220.0,83.0
35679,2023-01-26 15:00:00,2024-07-17 00:00:00,3.1,262.8,228.0,93.0
35680,2023-01-26 16:00:00,2024-07-17 00:00:00,3.1,261.99,228.0,94.0
35681,2023-01-26 17:00:00,2024-07-17 00:00:00,3.1,249.24,194.0,94.0
35682,2023-01-26 18:00:00,2024-07-17 00:00:00,3.1,251.83,179.0,84.0
35683,2023-01-26 19:00:00,2024-07-17 00:00:00,3.1,249.09,171.0,83.0
35684,2023-01-26 20:00:00,2024-07-17 00:00:00,3.1,248.62,170.0,83.0
35685,2023-01-26 21:00:00,2024-07-17 00:00:00,3.1,248.13,169.0,83.0
35686,2023-01-26 22:00:00,2024-07-17 00:00:00,3.1,247.65,168.0,83.0
35687,2023-01-26 23:00:00,2024-07-17 00:00:00,3.1,247.65,168.0,83.0
