UTC time,nat_gas,hydro
2023-10-29 00:00:00,39.0,32.0
2023-10-29 01:00:00,89.0,33.0
2023-10-29 02:00:00,110.0,33.0
2023-10-29 03:00:00,97.0,33.0
2023-10-29 04:00:00,75.0,33.0
2023-10-29 05:00:00,95.0,33.0
2023-10-29 06:00:00,82.0,33.0
2023-10-29 07:00:00,84.0,33.0
2023-10-29 08:00:00,76.0,33.0
2023-10-29 09:00:00,50.0,33.0
2023-10-29 10:00:00,46.0,33.0
2023-10-29 11:00:00,46.0,33.0
2023-10-29 12:00:00,36.0,33.0
2023-10-29 13:00:00,43.0,33.0
2023-10-29 14:00:00,44.0,33.0
2023-10-29 15:00:00,64.0,33.0
2023-10-29 16:00:00,39.0,33.0
2023-10-29 17:00:00,76.0,33.0
2023-10-29 18:00:00,70.0,33.0
2023-10-29 19:00:00,80.0,33.0
2023-10-29 20:00:00,81.0,15.0
2023-10-29 21:00:00,70.0,15.0
2023-10-29 22:00:00,70.0,14.0
2023-10-29 23:00:00,91.0,14.0
