UTC time,creation_time (UTC),version,nat_gas,hydro
2023-08-15 00:00:00,2023-08-18 21:41:24,3.0,345.0,122.0
2023-08-15 01:00:00,2023-08-18 21:41:24,3.0,344.0,122.0
2023-08-15 02:00:00,2023-08-18 21:41:24,3.0,365.0,122.0
2023-08-15 03:00:00,2023-08-18 21:41:24,3.0,365.0,122.0
2023-08-15 04:00:00,2023-08-18 21:41:24,3.0,369.0,122.0
2023-08-15 05:00:00,2023-08-18 21:41:24,3.0,374.0,122.0
2023-08-15 06:00:00,2023-08-18 21:41:24,3.0,334.0,122.0
2023-08-15 07:00:00,2023-08-18 21:41:24,3.0,277.0,122.0
2023-08-15 08:00:00,2023-08-18 21:41:24,3.0,258.0,122.0
2023-08-15 09:00:00,2023-08-18 21:41:24,3.0,238.0,122.0
2023-08-15 10:00:00,2023-08-18 21:41:24,3.0,237.0,122.0
2023-08-15 11:00:00,2023-08-18 21:41:24,3.0,237.0,122.0
2023-08-15 12:00:00,2023-08-18 21:41:24,3.0,286.0,122.0
2023-08-15 13:00:00,2023-08-18 21:41:24,3.0,299.0,122.0
2023-08-15 14:00:00,2023-08-18 21:41:24,3.0,294.0,122.0
2023-08-15 15:00:00,2023-08-18 21:41:24,3.0,271.0,122.0
2023-08-15 16:00:00,2023-08-18 21:41:24,3.0,294.0,122.0
2023-08-15 17:00:00,2023-08-18 21:41:24,3.0,299.0,122.0
2023-08-15 18:00:00,2023-08-18 21:41:24,3.0,277.0,122.0
2023-08-15 19:00:00,2023-08-18 21:41:24,3.0,278.0,122.0
2023-08-15 20:00:00,2023-08-18 21:41:24,3.0,294.0,122.0
2023-08-15 21:00:00,2023-08-18 21:41:24,3.0,339.0,122.0
2023-08-15 22:00:00,2023-08-18 21:41:24,3.0,348.0,122.0
2023-08-15 23:00:00,2023-08-18 21:41:24,3.0,346.0,122.0
