,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
0,2023-09-04 00:00:00,2023-09-06 23:37:32,3.0,296.35,169.0,42.0
1,2023-09-04 01:00:00,2023-09-06 23:37:32,3.0,299.36,178.0,42.0
2,2023-09-04 02:00:00,2023-09-06 23:37:32,3.0,301.6,194.0,44.0
3,2023-09-04 03:00:00,2023-09-06 23:37:32,3.0,290.83,180.0,49.0
4,2023-09-04 04:00:00,2023-09-06 23:37:32,3.0,301.58,216.0,49.0
5,2023-09-04 05:00:00,2023-09-06 23:37:32,3.0,302.85,221.0,49.0
6,2023-09-04 06:00:00,2023-09-06 23:37:32,3.0,295.7,195.0,49.0
7,2023-09-04 07:00:00,2023-09-06 23:37:32,3.0,294.77,192.0,49.0
8,2023-09-04 08:00:00,2023-09-06 23:37:32,3.0,303.02,190.0,42.0
9,2023-09-04 09:00:00,2023-09-06 23:37:32,3.0,301.97,182.0,41.0
10,2023-09-04 10:00:00,2023-09-06 23:37:32,3.0,311.78,166.0,31.0
11,2023-09-04 11:00:00,2023-09-06 23:37:32,3.0,316.65,184.0,31.0
12,2023-09-04 12:00:00,2023-09-06 23:37:32,3.0,317.63,188.0,31.0
13,2023-09-04 13:00:00,2023-09-06 23:37:32,3.0,317.63,188.0,31.0
14,2023-09-04 14:00:00,2023-09-06 23:37:32,3.0,320.98,203.0,31.0
15,2023-09-04 15:00:00,2023-09-06 23:37:32,3.0,317.39,187.0,31.0
16,2023-09-04 16:00:00,2023-09-06 23:37:32,3.0,315.64,180.0,31.0
17,2023-09-04 17:00:00,2023-09-06 23:37:32,3.0,311.18,164.0,31.0
18,2023-09-04 18:00:00,2023-09-06 23:37:32,3.0,311.18,164.0,31.0
19,2023-09-04 19:00:00,2023-09-06 23:37:32,3.0,311.48,165.0,31.0
20,2023-09-04 20:00:00,2023-09-06 23:37:32,3.0,312.07,167.0,31.0
21,2023-09-04 21:00:00,2023-09-06 23:37:32,3.0,314.41,181.0,32.0
22,2023-09-04 22:00:00,2023-09-06 23:37:32,3.0,300.0,180.0,42.0
23,2023-09-04 23:00:00,2023-09-06 23:37:32,3.0,293.12,183.0,48.0
